"Technology","Size","Year","Data_type","Aeo_case","Aeo_year","Unit","Value"
"ICEV-D","Light truck",2041,"stock","LOP",2021,"vehicle",2454039
"ICEV-G","Light truck",2041,"stock","LOP",2021,"vehicle",150713974
"PHEV20","Light truck",2041,"stock","LOP",2021,"vehicle",199691
"PHEV40","Light truck",2041,"stock","LOP",2021,"vehicle",2191335
"BEV100","Car",2042,"stock","LOP",2021,"vehicle",64493
"BEV300","Car",2042,"stock","LOP",2021,"vehicle",4519224
"CNG","Car",2042,"stock","LOP",2021,"vehicle",39800
"FCV","Car",2042,"stock","LOP",2021,"vehicle",12462
"FFV","Car",2042,"stock","LOP",2021,"vehicle",1796025
"HEV","Car",2042,"stock","LOP",2021,"vehicle",4778217
"ICEV-D","Car",2042,"stock","LOP",2021,"vehicle",33811
"ICEV-G","Car",2042,"stock","LOP",2021,"vehicle",86111130
"PHEV20","Car",2042,"stock","LOP",2021,"vehicle",1085981
"PHEV40","Car",2042,"stock","LOP",2021,"vehicle",114242
"BEV100","Light truck",2042,"stock","LOP",2021,"vehicle",36
"BEV300","Light truck",2042,"stock","LOP",2021,"vehicle",3694549
"CNG","Light truck",2042,"stock","LOP",2021,"vehicle",104467
"FCV","Light truck",2042,"stock","LOP",2021,"vehicle",2401
"FFV","Light truck",2042,"stock","LOP",2021,"vehicle",14792917
"HEV","Light truck",2042,"stock","LOP",2021,"vehicle",8358252
"ICEV-D","Light truck",2042,"stock","LOP",2021,"vehicle",2506275
"ICEV-G","Light truck",2042,"stock","LOP",2021,"vehicle",151324738
"PHEV20","Light truck",2042,"stock","LOP",2021,"vehicle",215917
"PHEV40","Light truck",2042,"stock","LOP",2021,"vehicle",2278371
"BEV100","Car",2043,"stock","LOP",2021,"vehicle",63841
"BEV300","Car",2043,"stock","LOP",2021,"vehicle",4869344
"CNG","Car",2043,"stock","LOP",2021,"vehicle",39615
"FCV","Car",2043,"stock","LOP",2021,"vehicle",12985
"FFV","Car",2043,"stock","LOP",2021,"vehicle",1768447
"HEV","Car",2043,"stock","LOP",2021,"vehicle",4945177
"ICEV-D","Car",2043,"stock","LOP",2021,"vehicle",30207
"ICEV-G","Car",2043,"stock","LOP",2021,"vehicle",85367233
"PHEV20","Car",2043,"stock","LOP",2021,"vehicle",1098068
"PHEV40","Car",2043,"stock","LOP",2021,"vehicle",114929
"BEV100","Light truck",2043,"stock","LOP",2021,"vehicle",33
"BEV300","Light truck",2043,"stock","LOP",2021,"vehicle",4017935
"CNG","Light truck",2043,"stock","LOP",2021,"vehicle",105330
"FCV","Light truck",2043,"stock","LOP",2021,"vehicle",2619
"FFV","Light truck",2043,"stock","LOP",2021,"vehicle",14795402
"HEV","Light truck",2043,"stock","LOP",2021,"vehicle",8671413
"ICEV-D","Light truck",2043,"stock","LOP",2021,"vehicle",2552673
"ICEV-G","Light truck",2043,"stock","LOP",2021,"vehicle",151802872
"PHEV20","Light truck",2043,"stock","LOP",2021,"vehicle",234021
"PHEV40","Light truck",2043,"stock","LOP",2021,"vehicle",2357526
"BEV100","Car",2044,"stock","LOP",2021,"vehicle",63420
"BEV300","Car",2044,"stock","LOP",2021,"vehicle",5229846
"CNG","Car",2044,"stock","LOP",2021,"vehicle",39545
"FCV","Car",2044,"stock","LOP",2021,"vehicle",13517
"FFV","Car",2044,"stock","LOP",2021,"vehicle",1743547
"HEV","Car",2044,"stock","LOP",2021,"vehicle",5117877
"ICEV-D","Car",2044,"stock","LOP",2021,"vehicle",27033
"ICEV-G","Car",2044,"stock","LOP",2021,"vehicle",84660530
"PHEV20","Car",2044,"stock","LOP",2021,"vehicle",1105418
"PHEV40","Car",2044,"stock","LOP",2021,"vehicle",115724
"BEV100","Light truck",2044,"stock","LOP",2021,"vehicle",30
"BEV300","Light truck",2044,"stock","LOP",2021,"vehicle",4347819
"CNG","Light truck",2044,"stock","LOP",2021,"vehicle",106108
"FCV","Light truck",2044,"stock","LOP",2021,"vehicle",2840
"FFV","Light truck",2044,"stock","LOP",2021,"vehicle",14799845
"HEV","Light truck",2044,"stock","LOP",2021,"vehicle",8981568
"ICEV-D","Light truck",2044,"stock","LOP",2021,"vehicle",2595097
"ICEV-G","Light truck",2044,"stock","LOP",2021,"vehicle",152236298
"PHEV20","Light truck",2044,"stock","LOP",2021,"vehicle",254318
"PHEV40","Light truck",2044,"stock","LOP",2021,"vehicle",2429762
"BEV100","Car",2045,"stock","LOP",2021,"vehicle",63112
"BEV300","Car",2045,"stock","LOP",2021,"vehicle",5600111
"CNG","Car",2045,"stock","LOP",2021,"vehicle",39529
"FCV","Car",2045,"stock","LOP",2021,"vehicle",14044
"FFV","Car",2045,"stock","LOP",2021,"vehicle",1720717
"HEV","Car",2045,"stock","LOP",2021,"vehicle",5295610
"ICEV-D","Car",2045,"stock","LOP",2021,"vehicle",24234
"ICEV-G","Car",2045,"stock","LOP",2021,"vehicle",83967033
"PHEV20","Car",2045,"stock","LOP",2021,"vehicle",1108384
"PHEV40","Car",2045,"stock","LOP",2021,"vehicle",116622
"BEV100","Light truck",2045,"stock","LOP",2021,"vehicle",27
"BEV300","Light truck",2045,"stock","LOP",2021,"vehicle",4684813
"CNG","Light truck",2045,"stock","LOP",2021,"vehicle",107007
"FCV","Light truck",2045,"stock","LOP",2021,"vehicle",3063
"FFV","Light truck",2045,"stock","LOP",2021,"vehicle",14808266
"HEV","Light truck",2045,"stock","LOP",2021,"vehicle",9291647
"ICEV-D","Light truck",2045,"stock","LOP",2021,"vehicle",2635695
"ICEV-G","Light truck",2045,"stock","LOP",2021,"vehicle",152646301
"PHEV20","Light truck",2045,"stock","LOP",2021,"vehicle",277312
"PHEV40","Light truck",2045,"stock","LOP",2021,"vehicle",2495282
"BEV100","Car",2046,"stock","LOP",2021,"vehicle",62854
"BEV300","Car",2046,"stock","LOP",2021,"vehicle",5976455
"CNG","Car",2046,"stock","LOP",2021,"vehicle",39493
"FCV","Car",2046,"stock","LOP",2021,"vehicle",14556
"FFV","Car",2046,"stock","LOP",2021,"vehicle",1699165
"HEV","Car",2046,"stock","LOP",2021,"vehicle",5476260
"ICEV-D","Car",2046,"stock","LOP",2021,"vehicle",21739
"ICEV-G","Car",2046,"stock","LOP",2021,"vehicle",83259445
"PHEV20","Car",2046,"stock","LOP",2021,"vehicle",1106886
"PHEV40","Car",2046,"stock","LOP",2021,"vehicle",117383
"BEV100","Light truck",2046,"stock","LOP",2021,"vehicle",24
"BEV300","Light truck",2046,"stock","LOP",2021,"vehicle",5026519
"CNG","Light truck",2046,"stock","LOP",2021,"vehicle",107834
"FCV","Light truck",2046,"stock","LOP",2021,"vehicle",3286
"FFV","Light truck",2046,"stock","LOP",2021,"vehicle",14815345
"HEV","Light truck",2046,"stock","LOP",2021,"vehicle",9599016
"ICEV-D","Light truck",2046,"stock","LOP",2021,"vehicle",2672738
"ICEV-G","Light truck",2046,"stock","LOP",2021,"vehicle",152993256
"PHEV20","Light truck",2046,"stock","LOP",2021,"vehicle",303384
"PHEV40","Light truck",2046,"stock","LOP",2021,"vehicle",2553304
"BEV100","Car",2047,"stock","LOP",2021,"vehicle",62624
"BEV300","Car",2047,"stock","LOP",2021,"vehicle",6357677
"CNG","Car",2047,"stock","LOP",2021,"vehicle",39434
"FCV","Car",2047,"stock","LOP",2021,"vehicle",15050
"FFV","Car",2047,"stock","LOP",2021,"vehicle",1678614
"HEV","Car",2047,"stock","LOP",2021,"vehicle",5659460
"ICEV-D","Car",2047,"stock","LOP",2021,"vehicle",19515
"ICEV-G","Car",2047,"stock","LOP",2021,"vehicle",82532150
"PHEV20","Car",2047,"stock","LOP",2021,"vehicle",1101213
"PHEV40","Car",2047,"stock","LOP",2021,"vehicle",117965
"BEV100","Light truck",2047,"stock","LOP",2021,"vehicle",22
"BEV300","Light truck",2047,"stock","LOP",2021,"vehicle",5372042
"CNG","Light truck",2047,"stock","LOP",2021,"vehicle",108603
"FCV","Light truck",2047,"stock","LOP",2021,"vehicle",3508
"FFV","Light truck",2047,"stock","LOP",2021,"vehicle",14820300
"HEV","Light truck",2047,"stock","LOP",2021,"vehicle",9903108
"ICEV-D","Light truck",2047,"stock","LOP",2021,"vehicle",2708562
"ICEV-G","Light truck",2047,"stock","LOP",2021,"vehicle",153272629
"PHEV20","Light truck",2047,"stock","LOP",2021,"vehicle",333061
"PHEV40","Light truck",2047,"stock","LOP",2021,"vehicle",2603605
"BEV100","Car",2048,"stock","LOP",2021,"vehicle",62411
"BEV300","Car",2048,"stock","LOP",2021,"vehicle",6743295
"CNG","Car",2048,"stock","LOP",2021,"vehicle",39372
"FCV","Car",2048,"stock","LOP",2021,"vehicle",15528
"FFV","Car",2048,"stock","LOP",2021,"vehicle",1658917
"HEV","Car",2048,"stock","LOP",2021,"vehicle",5845538
"ICEV-D","Car",2048,"stock","LOP",2021,"vehicle",17532
"ICEV-G","Car",2048,"stock","LOP",2021,"vehicle",81784546
"PHEV20","Car",2048,"stock","LOP",2021,"vehicle",1091804
"PHEV40","Car",2048,"stock","LOP",2021,"vehicle",118359
"BEV100","Light truck",2048,"stock","LOP",2021,"vehicle",20
"BEV300","Light truck",2048,"stock","LOP",2021,"vehicle",5721337
"CNG","Light truck",2048,"stock","LOP",2021,"vehicle",109350
"FCV","Light truck",2048,"stock","LOP",2021,"vehicle",3728
"FFV","Light truck",2048,"stock","LOP",2021,"vehicle",14823505
"HEV","Light truck",2048,"stock","LOP",2021,"vehicle",10204558
"ICEV-D","Light truck",2048,"stock","LOP",2021,"vehicle",2740662
"ICEV-G","Light truck",2048,"stock","LOP",2021,"vehicle",153492035
"PHEV20","Light truck",2048,"stock","LOP",2021,"vehicle",367000
"PHEV40","Light truck",2048,"stock","LOP",2021,"vehicle",2646643
"BEV100","Car",2049,"stock","LOP",2021,"vehicle",62194
"BEV300","Car",2049,"stock","LOP",2021,"vehicle",7131745
"CNG","Car",2049,"stock","LOP",2021,"vehicle",39298
"FCV","Car",2049,"stock","LOP",2021,"vehicle",15987
"FFV","Car",2049,"stock","LOP",2021,"vehicle",1639735
"HEV","Car",2049,"stock","LOP",2021,"vehicle",6033318
"ICEV-D","Car",2049,"stock","LOP",2021,"vehicle",15763
"ICEV-G","Car",2049,"stock","LOP",2021,"vehicle",81006485
"PHEV20","Car",2049,"stock","LOP",2021,"vehicle",1078686
"PHEV40","Car",2049,"stock","LOP",2021,"vehicle",118533
"BEV100","Light truck",2049,"stock","LOP",2021,"vehicle",18
"BEV300","Light truck",2049,"stock","LOP",2021,"vehicle",6074159
"CNG","Light truck",2049,"stock","LOP",2021,"vehicle",110100
"FCV","Light truck",2049,"stock","LOP",2021,"vehicle",3946
"FFV","Light truck",2049,"stock","LOP",2021,"vehicle",14826517
"HEV","Light truck",2049,"stock","LOP",2021,"vehicle",10504646
"ICEV-D","Light truck",2049,"stock","LOP",2021,"vehicle",2768691
"ICEV-G","Light truck",2049,"stock","LOP",2021,"vehicle",153673965
"PHEV20","Light truck",2049,"stock","LOP",2021,"vehicle",405953
"PHEV40","Light truck",2049,"stock","LOP",2021,"vehicle",2683404
"BEV100","Car",2050,"stock","LOP",2021,"vehicle",61971
"BEV300","Car",2050,"stock","LOP",2021,"vehicle",7522306
"CNG","Car",2050,"stock","LOP",2021,"vehicle",39212
"FCV","Car",2050,"stock","LOP",2021,"vehicle",16429
"FFV","Car",2050,"stock","LOP",2021,"vehicle",1621139
"HEV","Car",2050,"stock","LOP",2021,"vehicle",6224230
"ICEV-D","Car",2050,"stock","LOP",2021,"vehicle",14184
"ICEV-G","Car",2050,"stock","LOP",2021,"vehicle",80208733
"PHEV20","Car",2050,"stock","LOP",2021,"vehicle",1062772
"PHEV40","Car",2050,"stock","LOP",2021,"vehicle",118517
"BEV100","Light truck",2050,"stock","LOP",2021,"vehicle",16
"BEV300","Light truck",2050,"stock","LOP",2021,"vehicle",6431324
"CNG","Light truck",2050,"stock","LOP",2021,"vehicle",110823
"FCV","Light truck",2050,"stock","LOP",2021,"vehicle",4162
"FFV","Light truck",2050,"stock","LOP",2021,"vehicle",14827510
"HEV","Light truck",2050,"stock","LOP",2021,"vehicle",10804211
"ICEV-D","Light truck",2050,"stock","LOP",2021,"vehicle",2794322
"ICEV-G","Light truck",2050,"stock","LOP",2021,"vehicle",153800781
"PHEV20","Light truck",2050,"stock","LOP",2021,"vehicle",450774
"PHEV40","Light truck",2050,"stock","LOP",2021,"vehicle",2714291
