"Year","Unit","Source","Region","Aeo_year","Aeo_case","Value","Mix"
2036,"BkWh","Renewable Sources","NYCW",2021,"HOP",44.209064,0.666339212515975
2037,"BkWh","Renewable Sources","NYCW",2021,"HOP",44.752045,0.66455189434966
2038,"BkWh","Renewable Sources","NYCW",2021,"HOP",44.847645,0.671186229582408
2039,"BkWh","Renewable Sources","NYCW",2021,"HOP",44.88567,0.675938605842808
2040,"BkWh","Renewable Sources","NYCW",2021,"HOP",44.853878,0.681347108347807
2041,"BkWh","Renewable Sources","NYCW",2021,"HOP",44.808952,0.683213318412374
2042,"BkWh","Renewable Sources","NYCW",2021,"HOP",44.73872,0.679661175716218
2043,"BkWh","Renewable Sources","NYCW",2021,"HOP",44.653927,0.679951703768005
2044,"BkWh","Renewable Sources","NYCW",2021,"HOP",44.788063,0.674919093607295
2045,"BkWh","Renewable Sources","NYCW",2021,"HOP",45.439529,0.67646456244705
2046,"BkWh","Renewable Sources","NYCW",2021,"HOP",45.855648,0.666361151916163
2047,"BkWh","Renewable Sources","NYCW",2021,"HOP",45.992027,0.66296713482759
2048,"BkWh","Renewable Sources","NYCW",2021,"HOP",46.144779,0.659634236817616
2049,"BkWh","Renewable Sources","NYCW",2021,"HOP",46.174255,0.656082936814137
2050,"BkWh","Renewable Sources","NYCW",2021,"HOP",46.293655,0.64926330071238
2020,"BkWh","Coal","NYUP",2021,"HOP",0.17571,0.0021416158111628
2021,"BkWh","Coal","NYUP",2021,"HOP",0,0
2022,"BkWh","Coal","NYUP",2021,"HOP",0,0
2023,"BkWh","Coal","NYUP",2021,"HOP",0,0
2024,"BkWh","Coal","NYUP",2021,"HOP",0,0
2025,"BkWh","Coal","NYUP",2021,"HOP",0,0
2026,"BkWh","Coal","NYUP",2021,"HOP",0,0
2027,"BkWh","Coal","NYUP",2021,"HOP",0,0
2028,"BkWh","Coal","NYUP",2021,"HOP",0,0
2029,"BkWh","Coal","NYUP",2021,"HOP",0,0
2030,"BkWh","Coal","NYUP",2021,"HOP",0,0
2031,"BkWh","Coal","NYUP",2021,"HOP",0,0
2032,"BkWh","Coal","NYUP",2021,"HOP",0,0
2033,"BkWh","Coal","NYUP",2021,"HOP",0,0
2034,"BkWh","Coal","NYUP",2021,"HOP",0,0
2035,"BkWh","Coal","NYUP",2021,"HOP",0,0
2036,"BkWh","Coal","NYUP",2021,"HOP",0,0
2037,"BkWh","Coal","NYUP",2021,"HOP",0,0
2038,"BkWh","Coal","NYUP",2021,"HOP",0,0
2039,"BkWh","Coal","NYUP",2021,"HOP",0,0
2040,"BkWh","Coal","NYUP",2021,"HOP",0,0
2041,"BkWh","Coal","NYUP",2021,"HOP",0,0
2042,"BkWh","Coal","NYUP",2021,"HOP",0,0
2043,"BkWh","Coal","NYUP",2021,"HOP",0,0
2044,"BkWh","Coal","NYUP",2021,"HOP",0,0
2045,"BkWh","Coal","NYUP",2021,"HOP",0,0
2046,"BkWh","Coal","NYUP",2021,"HOP",0,0
2047,"BkWh","Coal","NYUP",2021,"HOP",0,0
2048,"BkWh","Coal","NYUP",2021,"HOP",0,0
2049,"BkWh","Coal","NYUP",2021,"HOP",0,0
2050,"BkWh","Coal","NYUP",2021,"HOP",0,0
2020,"BkWh","Distributed Generation","NYUP",2021,"HOP",0,0
2021,"BkWh","Distributed Generation","NYUP",2021,"HOP",0,0
2022,"BkWh","Distributed Generation","NYUP",2021,"HOP",0,0
2023,"BkWh","Distributed Generation","NYUP",2021,"HOP",0,0
2024,"BkWh","Distributed Generation","NYUP",2021,"HOP",0,0
2025,"BkWh","Distributed Generation","NYUP",2021,"HOP",0,0
2026,"BkWh","Distributed Generation","NYUP",2021,"HOP",0,0
2027,"BkWh","Distributed Generation","NYUP",2021,"HOP",0,0
2028,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.001308,1.68394267833375e-05
2029,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.002733,3.43384825770522e-05
2030,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.004129,4.86514774295439e-05
2031,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.005704,6.80839296287177e-05
2032,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.007118,8.52632896965687e-05
2033,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.008446,0.000103407499952771
2034,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.012101,0.000149130432537532
2035,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.015621,0.000192213879746907
2036,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.019764,0.000244434420319085
2037,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.024672,0.000303888591525647
2038,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.02996,0.00036918279859538
2039,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.03532,0.000434927580986729
2040,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.039888,0.000490844551777449
2041,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.045012,0.000552555644122297
2042,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.050001,0.000611967225257546
2043,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.055957,0.000684912182781968
2044,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.062404,0.000756882507635533
2045,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.068735,0.00082718576120327
2046,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.075563,0.000899936693705975
2047,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.082153,0.000975005903525271
2048,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.089062,0.00105199260418323
2049,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.096212,0.00114144329912563
2050,"BkWh","Distributed Generation","NYUP",2021,"HOP",0.120604,0.00142517893319796
2020,"BkWh","Natural Gas","NYUP",2021,"HOP",21.164557,0.257961128606546
2021,"BkWh","Natural Gas","NYUP",2021,"HOP",20.786285,0.251435324502195
2022,"BkWh","Natural Gas","NYUP",2021,"HOP",20.874519,0.24229311675184
2023,"BkWh","Natural Gas","NYUP",2021,"HOP",17.547913,0.209183534070097
2024,"BkWh","Natural Gas","NYUP",2021,"HOP",15.233288,0.186770887911362
2025,"BkWh","Natural Gas","NYUP",2021,"HOP",15.432268,0.188796176498507
2026,"BkWh","Natural Gas","NYUP",2021,"HOP",12.611376,0.159807198002894
2027,"BkWh","Natural Gas","NYUP",2021,"HOP",11.045375,0.14280304152265
2028,"BkWh","Natural Gas","NYUP",2021,"HOP",11.341441,0.146011747199573
2029,"BkWh","Natural Gas","NYUP",2021,"HOP",10.177197,0.12787028974304
2030,"BkWh","Natural Gas","NYUP",2021,"HOP",14.582615,0.171825082232073
2031,"BkWh","Natural Gas","NYUP",2021,"HOP",13.523276,0.161416159104791
2032,"BkWh","Natural Gas","NYUP",2021,"HOP",13.269653,0.158951147500975
2033,"BkWh","Natural Gas","NYUP",2021,"HOP",11.486353,0.140631665558254
2034,"BkWh","Natural Gas","NYUP",2021,"HOP",10.936255,0.134776335715292
2035,"BkWh","Natural Gas","NYUP",2021,"HOP",11.033201,0.135761754704401
2036,"BkWh","Natural Gas","NYUP",2021,"HOP",10.597063,0.131060865790823
2037,"BkWh","Natural Gas","NYUP",2021,"HOP",10.971369,0.1351359384127
2038,"BkWh","Natural Gas","NYUP",2021,"HOP",10.973974,0.135227050501767
2039,"BkWh","Natural Gas","NYUP",2021,"HOP",10.913944,0.134393410615646
2040,"BkWh","Natural Gas","NYUP",2021,"HOP",10.89939,0.134123199939772
2041,"BkWh","Natural Gas","NYUP",2021,"HOP",10.961421,0.134559562808822
2042,"BkWh","Natural Gas","NYUP",2021,"HOP",11.06981,0.135484508506395
2043,"BkWh","Natural Gas","NYUP",2021,"HOP",11.030131,0.135008508311401
2044,"BkWh","Natural Gas","NYUP",2021,"HOP",11.790633,0.143005638607305
2045,"BkWh","Natural Gas","NYUP",2021,"HOP",11.635314,0.140024239003842
2046,"BkWh","Natural Gas","NYUP",2021,"HOP",12.167473,0.144911602535324
2047,"BkWh","Natural Gas","NYUP",2021,"HOP",12.189723,0.14466972462768
2048,"BkWh","Natural Gas","NYUP",2021,"HOP",12.357094,0.145960920450888
2049,"BkWh","Natural Gas","NYUP",2021,"HOP",11.951895,0.141795310975794
2050,"BkWh","Natural Gas","NYUP",2021,"HOP",12.2026,0.14419827244736
2020,"BkWh","Nuclear","NYUP",2021,"HOP",26.868906,0.327487757772733
2021,"BkWh","Nuclear","NYUP",2021,"HOP",26.403719,0.319385000967213
2022,"BkWh","Nuclear","NYUP",2021,"HOP",26.804104,0.311118541217667
2023,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.324296749795321
2024,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.333546281387503
2025,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.332815857448541
2026,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.344726313781347
2027,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.35172040535242
2028,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.350235474536399
2029,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.341807856401064
2030,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.320547004738623
2031,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.324717481532473
2032,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.325870220097516
2033,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.333074614608414
2034,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.335262970955502
2035,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.33474683933308
2036,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.336455854016997
2037,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.33508162473188
2038,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.335227950045969
2039,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.334993844641849
2040,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.334766727074297
2041,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.333955255096706
2042,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.332958453788513
2043,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.332982217460873
2044,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.329956442748274
2045,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.327390207923343
2046,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.323998754477993
2047,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.322867544427937
2048,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.32133705989742
2049,"BkWh","Nuclear","NYUP",2021,"HOP",27.204489,0.322749570481715
2050,"BkWh","Nuclear","NYUP",2021,"HOP",27.177059,0.321151636372574
2020,"BkWh","Petroleum","NYUP",2021,"HOP",0.011805,0.000143883527692088
2021,"BkWh","Petroleum","NYUP",2021,"HOP",0.007132,8.62701889418746e-05
2022,"BkWh","Petroleum","NYUP",2021,"HOP",0.005418,6.28873942705684e-05
2023,"BkWh","Petroleum","NYUP",2021,"HOP",0.000205,2.44374499032277e-06
2024,"BkWh","Petroleum","NYUP",2021,"HOP",0.000206,2.52570573796941e-06
2025,"BkWh","Petroleum","NYUP",2021,"HOP",6.8e-05,8.31902349149098e-07
2026,"BkWh","Petroleum","NYUP",2021,"HOP",7.7e-05,9.75718608835613e-07
2027,"BkWh","Petroleum","NYUP",2021,"HOP",5.2e-05,6.72295703783513e-07
2028,"BkWh","Petroleum","NYUP",2021,"HOP",6.9e-05,8.88318385359545e-07
2029,"BkWh","Petroleum","NYUP",2021,"HOP",6.9e-05,8.6694302883886e-07
2030,"BkWh","Petroleum","NYUP",2021,"HOP",6.9e-05,8.13018150312068e-07
2031,"BkWh","Petroleum","NYUP",2021,"HOP",5.3e-05,6.32617158191101e-07
2032,"BkWh","Petroleum","NYUP",2021,"HOP",8.6e-05,1.03015494716281e-06
2033,"BkWh","Petroleum","NYUP",2021,"HOP",4.8e-05,5.87681742568437e-07
2034,"BkWh","Petroleum","NYUP",2021,"HOP",7.8e-05,9.61257229809725e-07
2035,"BkWh","Petroleum","NYUP",2021,"HOP",6.5e-05,7.9981449225715e-07
2036,"BkWh","Petroleum","NYUP",2021,"HOP",4.9e-05,6.06015310445009e-07
2037,"BkWh","Petroleum","NYUP",2021,"HOP",7e-05,8.62200121870755e-07
2038,"BkWh","Petroleum","NYUP",2021,"HOP",7e-05,8.62576632232197e-07
2039,"BkWh","Petroleum","NYUP",2021,"HOP",6.1e-05,7.51148993210377e-07
2040,"BkWh","Petroleum","NYUP",2021,"HOP",6.1e-05,7.50639732712204e-07
2041,"BkWh","Petroleum","NYUP",2021,"HOP",6.1e-05,7.48820187760156e-07
2042,"BkWh","Petroleum","NYUP",2021,"HOP",6.1e-05,7.46585083112544e-07
2043,"BkWh","Petroleum","NYUP",2021,"HOP",4.4e-05,5.38558822710414e-07
2044,"BkWh","Petroleum","NYUP",2021,"HOP",6.1e-05,7.39853742801223e-07
2045,"BkWh","Petroleum","NYUP",2021,"HOP",4.4e-05,5.29514417588476e-07
2046,"BkWh","Petroleum","NYUP",2021,"HOP",6.6e-05,7.8604372225288e-07
2047,"BkWh","Petroleum","NYUP",2021,"HOP",5e-05,5.93408581260131e-07
2048,"BkWh","Petroleum","NYUP",2021,"HOP",5e-05,5.90595654815314e-07
2049,"BkWh","Petroleum","NYUP",2021,"HOP",5e-05,5.93191753173006e-07
2050,"BkWh","Petroleum","NYUP",2021,"HOP",5e-05,5.90850607441693e-07
2020,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.171097,-0.0020853909307525
2021,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.174345,-0.00210891420233751
2022,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.185182,-0.00214943031484171
2023,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.153854,-0.00183404849629814
2024,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.169468,-0.00207779757282621
2025,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.171414,-0.00209705454819182
2026,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.176393,-0.00223519392945897
2027,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.174945,-0.00226182253650782
2028,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.158999,-0.00204698166599684
2029,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.215908,-0.00271275268797885
2030,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.15567,-0.00183423964433449
2031,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.204723,-0.00244360910332748
2032,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.230723,-0.00276372604504937
2033,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.238169,-0.00291599110303713
2034,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.232521,-0.00286554477349471
2035,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.211143,-0.0025980804821331
2036,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.283666,-0.00350828447046314
2037,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.26378,-0.00324901640210097
2038,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.284562,-0.00350652188030369
2039,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.277824,-0.0034211019326177
2040,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.232228,-0.00285769776800475
2041,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.229896,-0.00282214370303785
2042,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.239546,-0.00293182738228324
2043,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.231679,-0.00283574476106195
2044,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.250964,-0.00304387958538305
2045,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.295047,-0.00355071909923243
2046,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.299637,-0.00356860276976797
2047,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.309616,-0.00367457582590873
2048,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.332041,-0.00392203943641063
2049,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.336932,-0.00399730567560175
2050,"BkWh","Pumped Storage/Other","NYUP",2021,"HOP",-0.35046,-0.00414139007768031
2020,"BkWh","Renewable Sources","NYUP",2021,"HOP",33.995647,0.414351005212618
2021,"BkWh","Renewable Sources","NYUP",2021,"HOP",35.647713,0.431202318543988
2022,"BkWh","Renewable Sources","NYUP",2021,"HOP",38.655132,0.448674884951064
2023,"BkWh","Renewable Sources","NYUP",2021,"HOP",39.288887,0.46835132088589
2024,"BkWh","Renewable Sources","NYUP",2021,"HOP",39.292847,0.481758102568223
2025,"BkWh","Renewable Sources","NYUP",2021,"HOP",39.274952,0.480484188698795
2026,"BkWh","Renewable Sources","NYUP",2021,"HOP",39.276646,0.497700706426609
2027,"BkWh","Renewable Sources","NYUP",2021,"HOP",39.271946,0.507737703365733
2028,"BkWh","Renewable Sources","NYUP",2021,"HOP",39.286545,0.505782032184857
2029,"BkWh","Renewable Sources","NYUP",2021,"HOP",42.421425,0.532999401118269
2030,"BkWh","Renewable Sources","NYUP",2021,"HOP",43.233322,0.509412688178059
2031,"BkWh","Renewable Sources","NYUP",2021,"HOP",43.250149,0.516241251919277
2032,"BkWh","Renewable Sources","NYUP",2021,"HOP",43.231964,0.517856065001915
2033,"BkWh","Renewable Sources","NYUP",2021,"HOP",43.215694,0.529105715754674
2034,"BkWh","Renewable Sources","NYUP",2021,"HOP",43.223331,0.532676146412934
2035,"BkWh","Renewable Sources","NYUP",2021,"HOP",43.226612,0.531896472750413
2036,"BkWh","Renewable Sources","NYUP",2021,"HOP",43.318344,0.535746524227014
2037,"BkWh","Renewable Sources","NYUP",2021,"HOP",43.250828,0.532726702465873
2038,"BkWh","Renewable Sources","NYUP",2021,"HOP",43.228279,0.53268147595734
2039,"BkWh","Renewable Sources","NYUP",2021,"HOP",43.332932,0.533598167945143
2040,"BkWh","Renewable Sources","NYUP",2021,"HOP",43.352417,0.533476175562426
2041,"BkWh","Renewable Sources","NYUP",2021,"HOP",43.480392,0.5337540213332
2042,"BkWh","Renewable Sources","NYUP",2021,"HOP",43.620541,0.533876151277035
2043,"BkWh","Renewable Sources","NYUP",2021,"HOP",43.640583,0.534159568247184
2044,"BkWh","Renewable Sources","NYUP",2021,"HOP",43.642105,0.529324175868426
2045,"BkWh","Renewable Sources","NYUP",2021,"HOP",44.481464,0.535308556896427
2046,"BkWh","Renewable Sources","NYUP",2021,"HOP",44.816841,0.533757523019022
2047,"BkWh","Renewable Sources","NYUP",2021,"HOP",45.092178,0.535161707458186
2048,"BkWh","Renewable Sources","NYUP",2021,"HOP",45.341637,0.535571475888265
2049,"BkWh","Renewable Sources","NYUP",2021,"HOP",45.374062,0.538310387727214
2050,"BkWh","Renewable Sources","NYUP",2021,"HOP",45.473907,0.537365711473941
2020,"BkWh","Coal","PJMC",2021,"HOP",1.109664,0.00975756273236131
2021,"BkWh","Coal","PJMC",2021,"HOP",4.535505,0.0408687849790751
2022,"BkWh","Coal","PJMC",2021,"HOP",9.400485,0.107128505431374
2023,"BkWh","Coal","PJMC",2021,"HOP",4.571105,0.0511994761487606
2024,"BkWh","Coal","PJMC",2021,"HOP",2.699088,0.0307610510002965
2025,"BkWh","Coal","PJMC",2021,"HOP",2.111136,0.0244953576513596
2026,"BkWh","Coal","PJMC",2021,"HOP",3.177125,0.036072290203634
2027,"BkWh","Coal","PJMC",2021,"HOP",1.324022,0.0143048337952868
2028,"BkWh","Coal","PJMC",2021,"HOP",1.351777,0.01423809486794
2029,"BkWh","Coal","PJMC",2021,"HOP",1.381506,0.0144811778157957
2030,"BkWh","Coal","PJMC",2021,"HOP",1.654981,0.0171629835017034
2031,"BkWh","Coal","PJMC",2021,"HOP",1.654132,0.0170345504688046
2032,"BkWh","Coal","PJMC",2021,"HOP",1.407437,0.0145514213229086
2033,"BkWh","Coal","PJMC",2021,"HOP",1.423344,0.0146450026515144
2034,"BkWh","Coal","PJMC",2021,"HOP",1.651252,0.0166486528712844
2035,"BkWh","Coal","PJMC",2021,"HOP",1.506195,0.0153161876879651
2036,"BkWh","Coal","PJMC",2021,"HOP",1.625094,0.0165191663290514
2037,"BkWh","Coal","PJMC",2021,"HOP",1.648263,0.0167277059470598
2038,"BkWh","Coal","PJMC",2021,"HOP",1.757319,0.0177727632016333
2039,"BkWh","Coal","PJMC",2021,"HOP",1.627434,0.0164147853962943
2040,"BkWh","Coal","PJMC",2021,"HOP",1.627114,0.0163397768667063
2041,"BkWh","Coal","PJMC",2021,"HOP",1.626873,0.0163463672346446
2042,"BkWh","Coal","PJMC",2021,"HOP",1.42535,0.0141183361324688
2043,"BkWh","Coal","PJMC",2021,"HOP",1.425067,0.0139547221597581
2044,"BkWh","Coal","PJMC",2021,"HOP",1.424813,0.0139029869584576
2045,"BkWh","Coal","PJMC",2021,"HOP",1.424481,0.0137416431101343
2046,"BkWh","Coal","PJMC",2021,"HOP",1.424129,0.0136979399789288
2047,"BkWh","Coal","PJMC",2021,"HOP",1.423811,0.0135817051057049
2048,"BkWh","Coal","PJMC",2021,"HOP",1.312937,0.0123977217956166
2049,"BkWh","Coal","PJMC",2021,"HOP",1.312616,0.0123410343764884
2050,"BkWh","Coal","PJMC",2021,"HOP",1.312382,0.0122782918824277
2020,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2021,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2022,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2023,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2024,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2025,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2026,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2027,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2028,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2029,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2030,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2031,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2032,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2033,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2034,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2035,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2036,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2037,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2038,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2039,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2040,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2041,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2042,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2043,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2044,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2045,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2046,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2047,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2048,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2049,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2050,"BkWh","Distributed Generation","PJMC",2021,"HOP",0,0
2020,"BkWh","Natural Gas","PJMC",2021,"HOP",12.479973,0.109739632398343
2021,"BkWh","Natural Gas","PJMC",2021,"HOP",7.254053,0.0653652310566993
2022,"BkWh","Natural Gas","PJMC",2021,"HOP",11.859017,0.135146087366265
2023,"BkWh","Natural Gas","PJMC",2021,"HOP",16.655617,0.186554206331815
2024,"BkWh","Natural Gas","PJMC",2021,"HOP",16.986471,0.193591946889489
2025,"BkWh","Natural Gas","PJMC",2021,"HOP",16.001064,0.185659183246505
2026,"BkWh","Natural Gas","PJMC",2021,"HOP",16.814783,0.190910880776529
2027,"BkWh","Natural Gas","PJMC",2021,"HOP",14.712228,0.158952023681151
2028,"BkWh","Natural Gas","PJMC",2021,"HOP",14.892627,0.15686214224598
2029,"BkWh","Natural Gas","PJMC",2021,"HOP",15.328365,0.160674495217841
2030,"BkWh","Natural Gas","PJMC",2021,"HOP",15.741545,0.163247721349262
2031,"BkWh","Natural Gas","PJMC",2021,"HOP",16.078897,0.16558338900959
2032,"BkWh","Natural Gas","PJMC",2021,"HOP",15.601364,0.161301728444015
2033,"BkWh","Natural Gas","PJMC",2021,"HOP",15.730422,0.161852701735801
2034,"BkWh","Natural Gas","PJMC",2021,"HOP",17.48777,0.176319430482362
2035,"BkWh","Natural Gas","PJMC",2021,"HOP",16.777899,0.170611009924825
2036,"BkWh","Natural Gas","PJMC",2021,"HOP",16.684628,0.169600124713
2037,"BkWh","Natural Gas","PJMC",2021,"HOP",16.791208,0.170408721132439
2038,"BkWh","Natural Gas","PJMC",2021,"HOP",17.012289,0.172054922250741
2039,"BkWh","Natural Gas","PJMC",2021,"HOP",17.308922,0.174582957017732
2040,"BkWh","Natural Gas","PJMC",2021,"HOP",17.717581,0.177923194169428
2041,"BkWh","Natural Gas","PJMC",2021,"HOP",17.645054,0.177292592943109
2042,"BkWh","Natural Gas","PJMC",2021,"HOP",18.775267,0.185972238736344
2043,"BkWh","Natural Gas","PJMC",2021,"HOP",19.440804,0.19037071125941
2044,"BkWh","Natural Gas","PJMC",2021,"HOP",19.793833,0.193143522733782
2045,"BkWh","Natural Gas","PJMC",2021,"HOP",20.95587,0.202156495314693
2046,"BkWh","Natural Gas","PJMC",2021,"HOP",21.17778,0.203697810610527
2047,"BkWh","Natural Gas","PJMC",2021,"HOP",21.897764,0.208882339806562
2048,"BkWh","Natural Gas","PJMC",2021,"HOP",22.926353,0.216487574256876
2049,"BkWh","Natural Gas","PJMC",2021,"HOP",23.311264,0.219169285140054
2050,"BkWh","Natural Gas","PJMC",2021,"HOP",23.721022,0.221927481377747
2020,"BkWh","Nuclear","PJMC",2021,"HOP",88.263939,0.776127658280175
2021,"BkWh","Nuclear","PJMC",2021,"HOP",86.735786,0.781563726205808
2022,"BkWh","Nuclear","PJMC",2021,"HOP",53.585091,0.610658993895973
2023,"BkWh","Nuclear","PJMC",2021,"HOP",54.385525,0.609154764564656
2024,"BkWh","Nuclear","PJMC",2021,"HOP",54.385525,0.619822661655677
2025,"BkWh","Nuclear","PJMC",2021,"HOP",54.385525,0.631031295914597
2026,"BkWh","Nuclear","PJMC",2021,"HOP",54.385525,0.617479778314354
2027,"BkWh","Nuclear","PJMC",2021,"HOP",54.385525,0.58758532410671
2028,"BkWh","Nuclear","PJMC",2021,"HOP",54.385525,0.572835803829125
2029,"BkWh","Nuclear","PJMC",2021,"HOP",54.385525,0.570078203156845
2030,"BkWh","Nuclear","PJMC",2021,"HOP",54.709755,0.567367614762488
2031,"BkWh","Nuclear","PJMC",2021,"HOP",55.033504,0.566744976436681
2032,"BkWh","Nuclear","PJMC",2021,"HOP",55.357258,0.572335944300848
2033,"BkWh","Nuclear","PJMC",2021,"HOP",55.681007,0.572910340124379
2034,"BkWh","Nuclear","PJMC",2021,"HOP",55.681007,0.561400535512786
2035,"BkWh","Nuclear","PJMC",2021,"HOP",55.681007,0.566208727201257
