"Year","Unit","Source","Region","Aeo_year","Aeo_case","Value","Mix"
2029,"BkWh","Nuclear","PJME",2021,"REF",103.265892,0.334842336827638
2030,"BkWh","Nuclear","PJME",2021,"REF",103.265892,0.339402248208155
2031,"BkWh","Nuclear","PJME",2021,"REF",103.265892,0.329598488450418
2032,"BkWh","Nuclear","PJME",2021,"REF",103.265892,0.329050014255631
2033,"BkWh","Nuclear","PJME",2021,"REF",103.265892,0.325731628507651
2034,"BkWh","Nuclear","PJME",2021,"REF",103.265892,0.322710302368582
2035,"BkWh","Nuclear","PJME",2021,"REF",103.508453,0.330859446227113
2036,"BkWh","Nuclear","PJME",2021,"REF",103.750542,0.331833946414269
2037,"BkWh","Nuclear","PJME",2021,"REF",103.750542,0.334409588306655
2038,"BkWh","Nuclear","PJME",2021,"REF",103.750542,0.327669440053688
2039,"BkWh","Nuclear","PJME",2021,"REF",103.750542,0.327586206733236
2040,"BkWh","Nuclear","PJME",2021,"REF",95.056404,0.300867798733288
2041,"BkWh","Nuclear","PJME",2021,"REF",95.547112,0.3036042983559
2042,"BkWh","Nuclear","PJME",2021,"REF",95.547112,0.302611412411323
2043,"BkWh","Nuclear","PJME",2021,"REF",95.93158,0.300770269284909
2044,"BkWh","Nuclear","PJME",2021,"REF",96.68689,0.301727783060776
2045,"BkWh","Nuclear","PJME",2021,"REF",97.0019,0.300369467335685
2046,"BkWh","Nuclear","PJME",2021,"REF",97.0019,0.296949230304916
2047,"BkWh","Nuclear","PJME",2021,"REF",97.0019,0.293537287680468
2048,"BkWh","Nuclear","PJME",2021,"REF",97.0019,0.28865659187207
2049,"BkWh","Nuclear","PJME",2021,"REF",97.0019,0.283662983814589
2050,"BkWh","Nuclear","PJME",2021,"REF",97.0019,0.281725360120441
2020,"BkWh","Petroleum","PJME",2021,"REF",0.069345,0.000237303511828133
2021,"BkWh","Petroleum","PJME",2021,"REF",0.19093,0.000648485353651078
2022,"BkWh","Petroleum","PJME",2021,"REF",0.218629,0.000735198301052293
2023,"BkWh","Petroleum","PJME",2021,"REF",0.16543,0.000556492737137364
2024,"BkWh","Petroleum","PJME",2021,"REF",0.117091,0.000399857966090258
2025,"BkWh","Petroleum","PJME",2021,"REF",0.118147,0.000399467744655803
2026,"BkWh","Petroleum","PJME",2021,"REF",0.118701,0.000397749941838357
2027,"BkWh","Petroleum","PJME",2021,"REF",0.111626,0.000363498400225715
2028,"BkWh","Petroleum","PJME",2021,"REF",0.112804,0.000366420004476727
2029,"BkWh","Petroleum","PJME",2021,"REF",0.113553,0.000368198551693998
2030,"BkWh","Petroleum","PJME",2021,"REF",0.113833,0.00037413298207194
2031,"BkWh","Petroleum","PJME",2021,"REF",0.112481,0.000359010771721136
2032,"BkWh","Petroleum","PJME",2021,"REF",0.102726,0.000327329683690951
2033,"BkWh","Petroleum","PJME",2021,"REF",0.108877,0.00034343074785068
2034,"BkWh","Petroleum","PJME",2021,"REF",0.110321,0.000344757814783649
2035,"BkWh","Petroleum","PJME",2021,"REF",0.109471,0.000349918421038794
2036,"BkWh","Petroleum","PJME",2021,"REF",0.11327,0.000362280816907388
2037,"BkWh","Petroleum","PJME",2021,"REF",0.109036,0.000351445719393007
2038,"BkWh","Petroleum","PJME",2021,"REF",0.122467,0.00038678056559025
2039,"BkWh","Petroleum","PJME",2021,"REF",0.121884,0.000384841529034843
2040,"BkWh","Petroleum","PJME",2021,"REF",0.124478,0.000393991570002187
2041,"BkWh","Petroleum","PJME",2021,"REF",0.124008,0.000394039767842679
2042,"BkWh","Petroleum","PJME",2021,"REF",0.127775,0.000404681757632369
2043,"BkWh","Petroleum","PJME",2021,"REF",0.118272,0.000370813253454856
2044,"BkWh","Petroleum","PJME",2021,"REF",0.117046,0.000365261827080502
2045,"BkWh","Petroleum","PJME",2021,"REF",0.118026,0.000365471261405823
2046,"BkWh","Petroleum","PJME",2021,"REF",0.121729,0.000372645616795002
2047,"BkWh","Petroleum","PJME",2021,"REF",0.124118,0.000375593272629962
2048,"BkWh","Petroleum","PJME",2021,"REF",0.122506,0.00036455125563396
2049,"BkWh","Petroleum","PJME",2021,"REF",0.126942,0.000371216919373657
2050,"BkWh","Petroleum","PJME",2021,"REF",0.120627,0.000350340405860591
2020,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.983712,0.00336633228390622
2021,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.8765,0.00297699372793783
2022,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.953186,0.00320534205337275
2023,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.952457,0.00320398599368701
2024,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.943704,0.00322268630408179
2025,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.94778,0.00320454636198869
2026,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.828686,0.00277680734199595
2027,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.791734,0.00257819900743829
2028,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.811884,0.00263723395371248
2029,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.804552,0.00260878075579253
2030,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.831961,0.00273439204710016
2031,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.862205,0.00275193928247279
2032,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.866161,0.00275996540462432
2033,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.870269,0.0027450897205219
2034,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.89156,0.00278616290052221
2035,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.891894,0.00285089329789601
2036,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.886196,0.00283439402154198
2037,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.875707,0.00282258590366936
2038,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.859008,0.0027129561439943
2039,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.867361,0.00273864111339627
2040,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.854568,0.00270483609950055
2041,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.853524,0.00271210243539251
2042,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.852934,0.00270136435346826
2043,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.84498,0.00264923044257546
2044,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.811503,0.00253243227843163
2045,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.819861,0.00253872565237693
2046,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.758218,0.00232111176691727
2047,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.746222,0.0022581411486527
2048,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.745618,0.00221879726807897
2049,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.735364,0.00215042742904862
2050,"BkWh","Pumped Storage/Other","PJME",2021,"REF",0.750505,0.0021797128860073
2020,"BkWh","Renewable Sources","PJME",2021,"REF",12.986269,0.0444399342309441
2021,"BkWh","Renewable Sources","PJME",2021,"REF",13.347975,0.045335810445717
2022,"BkWh","Renewable Sources","PJME",2021,"REF",18.672619,0.0627916596837417
2023,"BkWh","Renewable Sources","PJME",2021,"REF",19.802563,0.0666141720740198
2024,"BkWh","Renewable Sources","PJME",2021,"REF",19.836103,0.0677389705505706
2025,"BkWh","Renewable Sources","PJME",2021,"REF",25.12521,0.08495104380732
2026,"BkWh","Renewable Sources","PJME",2021,"REF",32.014603,0.107276320176141
2027,"BkWh","Renewable Sources","PJME",2021,"REF",38.855606,0.126529219185501
2028,"BkWh","Renewable Sources","PJME",2021,"REF",46.709599,0.151726281645031
2029,"BkWh","Renewable Sources","PJME",2021,"REF",48.344818,0.156759327974689
2030,"BkWh","Renewable Sources","PJME",2021,"REF",60.4977,0.198836760073912
2031,"BkWh","Renewable Sources","PJME",2021,"REF",63.623463,0.203069927820709
2032,"BkWh","Renewable Sources","PJME",2021,"REF",63.640736,0.202787045000675
2033,"BkWh","Renewable Sources","PJME",2021,"REF",63.710571,0.200962269758754
2034,"BkWh","Renewable Sources","PJME",2021,"REF",63.78545,0.199332242791415
2035,"BkWh","Renewable Sources","PJME",2021,"REF",68.834999,0.220027533888308
2036,"BkWh","Renewable Sources","PJME",2021,"REF",70.057564,0.224070905945631
2037,"BkWh","Renewable Sources","PJME",2021,"REF",70.073936,0.225862878757654
2038,"BkWh","Renewable Sources","PJME",2021,"REF",70.125183,0.221472379848121
2039,"BkWh","Renewable Sources","PJME",2021,"REF",70.12886,0.221427732203328
2040,"BkWh","Renewable Sources","PJME",2021,"REF",70.183434,0.222141112082496
2041,"BkWh","Renewable Sources","PJME",2021,"REF",70.195778,0.223049545728149
2042,"BkWh","Renewable Sources","PJME",2021,"REF",70.212898,0.222374321824318
2043,"BkWh","Renewable Sources","PJME",2021,"REF",70.23069,0.220191344115931
2044,"BkWh","Renewable Sources","PJME",2021,"REF",70.204254,0.219084241109168
2045,"BkWh","Renewable Sources","PJME",2021,"REF",70.300774,0.217688581766608
2046,"BkWh","Renewable Sources","PJME",2021,"REF",70.350899,0.215363258959967
2047,"BkWh","Renewable Sources","PJME",2021,"REF",70.575821,0.213569374127334
2048,"BkWh","Renewable Sources","PJME",2021,"REF",72.230896,0.214943462625227
2049,"BkWh","Renewable Sources","PJME",2021,"REF",74.972359,0.21924192265882
2050,"BkWh","Renewable Sources","PJME",2021,"REF",75.63591,0.219671511411501
2020,"BkWh","Coal","PJMW",2021,"REF",124.934265,0.429719436220055
2021,"BkWh","Coal","PJMW",2021,"REF",136.224838,0.454453575946567
2022,"BkWh","Coal","PJMW",2021,"REF",141.190414,0.434985450304635
2023,"BkWh","Coal","PJMW",2021,"REF",130.489227,0.37132379792606
2024,"BkWh","Coal","PJMW",2021,"REF",122.635849,0.344225173795388
2025,"BkWh","Coal","PJMW",2021,"REF",100.011757,0.274848837581327
2026,"BkWh","Coal","PJMW",2021,"REF",101.313995,0.270398990498998
2027,"BkWh","Coal","PJMW",2021,"REF",88.363708,0.233585399539387
2028,"BkWh","Coal","PJMW",2021,"REF",89.781418,0.232677164548283
2029,"BkWh","Coal","PJMW",2021,"REF",89.293404,0.23704318867909
2030,"BkWh","Coal","PJMW",2021,"REF",92.539787,0.246353316949531
2031,"BkWh","Coal","PJMW",2021,"REF",92.227982,0.239308204340933
2032,"BkWh","Coal","PJMW",2021,"REF",92.223572,0.238167807952968
2033,"BkWh","Coal","PJMW",2021,"REF",92.469666,0.238082775384836
2034,"BkWh","Coal","PJMW",2021,"REF",88.980782,0.238015836746602
2035,"BkWh","Coal","PJMW",2021,"REF",85.490158,0.225556381515284
2036,"BkWh","Coal","PJMW",2021,"REF",85.446671,0.224453919900657
2037,"BkWh","Coal","PJMW",2021,"REF",85.387527,0.218093838665765
2038,"BkWh","Coal","PJMW",2021,"REF",79.766876,0.201206814961367
2039,"BkWh","Coal","PJMW",2021,"REF",79.703461,0.196581246879054
2040,"BkWh","Coal","PJMW",2021,"REF",79.597206,0.193740032991094
2041,"BkWh","Coal","PJMW",2021,"REF",79.57045,0.190929271094233
2042,"BkWh","Coal","PJMW",2021,"REF",79.542282,0.189075843047858
2043,"BkWh","Coal","PJMW",2021,"REF",79.537651,0.187011364889783
2044,"BkWh","Coal","PJMW",2021,"REF",79.49675,0.185126567569153
2045,"BkWh","Coal","PJMW",2021,"REF",79.457123,0.183368613222667
2046,"BkWh","Coal","PJMW",2021,"REF",79.429825,0.182497770859375
2047,"BkWh","Coal","PJMW",2021,"REF",79.334106,0.177760835691976
2048,"BkWh","Coal","PJMW",2021,"REF",79.343674,0.175866158352628
2049,"BkWh","Coal","PJMW",2021,"REF",79.297379,0.173685588021787
2050,"BkWh","Coal","PJMW",2021,"REF",79.239075,0.171314923152102
2020,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2021,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2022,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2023,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2024,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2025,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2026,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2027,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2028,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2029,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2030,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2031,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2032,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2033,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2034,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2035,"BkWh","Distributed Generation","PJMW",2021,"REF",0,0
2036,"BkWh","Distributed Generation","PJMW",2021,"REF",0.006049,1.58896975808347e-05
2037,"BkWh","Distributed Generation","PJMW",2021,"REF",0.012488,3.18964133632547e-05
2038,"BkWh","Distributed Generation","PJMW",2021,"REF",0.01928,4.86325601174999e-05
2039,"BkWh","Distributed Generation","PJMW",2021,"REF",0.025954,6.40131509659155e-05
2040,"BkWh","Distributed Generation","PJMW",2021,"REF",0.032094,7.81169708245308e-05
2041,"BkWh","Distributed Generation","PJMW",2021,"REF",0.038628,9.26878745040156e-05
2042,"BkWh","Distributed Generation","PJMW",2021,"REF",0.045922,0.000109158810209188
2043,"BkWh","Distributed Generation","PJMW",2021,"REF",0.053737,0.000126348082810269
2044,"BkWh","Distributed Generation","PJMW",2021,"REF",0.061537,0.000143303136147113
2045,"BkWh","Distributed Generation","PJMW",2021,"REF",0.069527,0.00016045219220349
2046,"BkWh","Distributed Generation","PJMW",2021,"REF",0.077652,0.000178413044505287
2047,"BkWh","Distributed Generation","PJMW",2021,"REF",0.098675,0.000221097222194774
2048,"BkWh","Distributed Generation","PJMW",2021,"REF",0.121002,0.000268202313053776
2049,"BkWh","Distributed Generation","PJMW",2021,"REF",0.145346,0.000318352331375475
2050,"BkWh","Distributed Generation","PJMW",2021,"REF",0.170981,0.000369661014789351
2020,"BkWh","Natural Gas","PJMW",2021,"REF",101.187675,0.348041513298358
2021,"BkWh","Natural Gas","PJMW",2021,"REF",96.4673,0.321820235505879
2022,"BkWh","Natural Gas","PJMW",2021,"REF",108.142212,0.333169139823893
2023,"BkWh","Natural Gas","PJMW",2021,"REF",119.919312,0.341245751854443
2024,"BkWh","Natural Gas","PJMW",2021,"REF",122.333321,0.343376011383034
2025,"BkWh","Natural Gas","PJMW",2021,"REF",151.480682,0.41629394995757
2026,"BkWh","Natural Gas","PJMW",2021,"REF",160.206573,0.427578594748969
2027,"BkWh","Natural Gas","PJMW",2021,"REF",173.059235,0.457474131251436
2028,"BkWh","Natural Gas","PJMW",2021,"REF",173.843674,0.450532571683999
2029,"BkWh","Natural Gas","PJMW",2021,"REF",180.00293,0.477845692821599
2030,"BkWh","Natural Gas","PJMW",2021,"REF",175.54364,0.467320699402457
2031,"BkWh","Natural Gas","PJMW",2021,"REF",185.024811,0.480092422264323
2032,"BkWh","Natural Gas","PJMW",2021,"REF",186.291931,0.481099787000178
2033,"BkWh","Natural Gas","PJMW",2021,"REF",187.105164,0.481741944801173
2034,"BkWh","Natural Gas","PJMW",2021,"REF",193.38475,0.517287351838316
2035,"BkWh","Natural Gas","PJMW",2021,"REF",201.8974,0.532684089569047
2036,"BkWh","Natural Gas","PJMW",2021,"REF",210.88237,0.553952237465644
2037,"BkWh","Natural Gas","PJMW",2021,"REF",221.220993,0.565034932523837
2038,"BkWh","Natural Gas","PJMW",2021,"REF",231.553436,0.584078651280273
2039,"BkWh","Natural Gas","PJMW",2021,"REF",240.238205,0.592525409742065
2040,"BkWh","Natural Gas","PJMW",2021,"REF",245.598373,0.597787777721482
2041,"BkWh","Natural Gas","PJMW",2021,"REF",251.317245,0.603035654583591
2042,"BkWh","Natural Gas","PJMW",2021,"REF",254.867035,0.605831242152859
2043,"BkWh","Natural Gas","PJMW",2021,"REF",259.340759,0.60976994797272
2044,"BkWh","Natural Gas","PJMW",2021,"REF",263.262817,0.61306835411254
2045,"BkWh","Natural Gas","PJMW",2021,"REF",264.560669,0.610544670586563
2046,"BkWh","Natural Gas","PJMW",2021,"REF",263.451202,0.605304834742149
2047,"BkWh","Natural Gas","PJMW",2021,"REF",273.561157,0.612957810114907
2048,"BkWh","Natural Gas","PJMW",2021,"REF",278.17691,0.616582293682353
2049,"BkWh","Natural Gas","PJMW",2021,"REF",283.478058,0.620903916572125
2050,"BkWh","Natural Gas","PJMW",2021,"REF",288.878387,0.624555229464857
2020,"BkWh","Nuclear","PJMW",2021,"REF",48.439907,0.166612174222915
2021,"BkWh","Nuclear","PJMW",2021,"REF",47.60125,0.158800396459466
2022,"BkWh","Nuclear","PJMW",2021,"REF",48.323082,0.148875812375462
2023,"BkWh","Nuclear","PJMW",2021,"REF",49.044903,0.139563549187667
2024,"BkWh","Nuclear","PJMW",2021,"REF",49.044903,0.137663582032632
2025,"BkWh","Nuclear","PJMW",2021,"REF",49.044903,0.134783499292378
2026,"BkWh","Nuclear","PJMW",2021,"REF",49.044903,0.130896943312928
2027,"BkWh","Nuclear","PJMW",2021,"REF",49.044903,0.129647946220472
2028,"BkWh","Nuclear","PJMW",2021,"REF",49.044903,0.127104574864095
2029,"BkWh","Nuclear","PJMW",2021,"REF",32.956223,0.0874874048562327
2030,"BkWh","Nuclear","PJMW",2021,"REF",32.956223,0.0877338830505243
2031,"BkWh","Nuclear","PJMW",2021,"REF",33.371094,0.0865895188082123
2032,"BkWh","Nuclear","PJMW",2021,"REF",33.805809,0.0873036605609541
2033,"BkWh","Nuclear","PJMW",2021,"REF",33.805809,0.0870402282068335
2034,"BkWh","Nuclear","PJMW",2021,"REF",16.375177,0.0438021712995141
2035,"BkWh","Nuclear","PJMW",2021,"REF",16.375177,0.043204103924949
2036,"BkWh","Nuclear","PJMW",2021,"REF",8.843189,0.0232295584162942
2037,"BkWh","Nuclear","PJMW",2021,"REF",8.843189,0.0225869644293231
2038,"BkWh","Nuclear","PJMW",2021,"REF",8.843189,0.0223063755535744
2039,"BkWh","Nuclear","PJMW",2021,"REF",8.843189,0.0218109113229993
2040,"BkWh","Nuclear","PJMW",2021,"REF",8.843189,0.0215243701971961
2041,"BkWh","Nuclear","PJMW",2021,"REF",8.843189,0.0212192293737002
2042,"BkWh","Nuclear","PJMW",2021,"REF",8.843189,0.0210206870278947
2043,"BkWh","Nuclear","PJMW",2021,"REF",8.843189,0.0207923772461965
2044,"BkWh","Nuclear","PJMW",2021,"REF",8.843189,0.0205934107486821
2045,"BkWh","Nuclear","PJMW",2021,"REF",8.843189,0.0204080294147567
2046,"BkWh","Nuclear","PJMW",2021,"REF",8.843189,0.0203180893296459
2047,"BkWh","Nuclear","PJMW",2021,"REF",8.843189,0.0198145885304625
2048,"BkWh","Nuclear","PJMW",2021,"REF",8.843189,0.0196010292769682
2049,"BkWh","Nuclear","PJMW",2021,"REF",8.843189,0.0193692969530909
2050,"BkWh","Nuclear","PJMW",2021,"REF",8.843189,0.0191189794170933
2020,"BkWh","Petroleum","PJMW",2021,"REF",0.52246,0.00179703475781868
2021,"BkWh","Petroleum","PJMW",2021,"REF",0.555147,0.00185200102294127
2022,"BkWh","Petroleum","PJMW",2021,"REF",0.579336,0.00178484306192123
2023,"BkWh","Petroleum","PJMW",2021,"REF",0.535395,0.0015235350025533
2024,"BkWh","Petroleum","PJMW",2021,"REF",0.503744,0.00141395332084653
2025,"BkWh","Petroleum","PJMW",2021,"REF",0.413063,0.00113516539258335
2026,"BkWh","Petroleum","PJMW",2021,"REF",0.418014,0.00111564610214461
2027,"BkWh","Petroleum","PJMW",2021,"REF",0.365914,0.000967276835950061
2028,"BkWh","Petroleum","PJMW",2021,"REF",0.37121,0.0009620263544063
2029,"BkWh","Petroleum","PJMW",2021,"REF",0.369175,0.000980032289737805
2030,"BkWh","Petroleum","PJMW",2021,"REF",0.38204,0.00101704168832157
2031,"BkWh","Petroleum","PJMW",2021,"REF",0.380747,0.000987941825271608
2032,"BkWh","Petroleum","PJMW",2021,"REF",0.380733,0.000983244761169707
2033,"BkWh","Petroleum","PJMW",2021,"REF",0.381809,0.000983048282957017
2034,"BkWh","Petroleum","PJMW",2021,"REF",0.367712,0.000983597552129477
2035,"BkWh","Petroleum","PJMW",2021,"REF",0.353764,0.000933367414648748
2036,"BkWh","Petroleum","PJMW",2021,"REF",0.353521,0.000928639738547569
2037,"BkWh","Petroleum","PJMW",2021,"REF",0.353283,0.000902343097550506
2038,"BkWh","Petroleum","PJMW",2021,"REF",0.330411,0.000833440499013654
2039,"BkWh","Petroleum","PJMW",2021,"REF",0.330265,0.000814568209284044
2040,"BkWh","Petroleum","PJMW",2021,"REF",0.328914,0.000800578467681801
2041,"BkWh","Petroleum","PJMW",2021,"REF",0.328935,0.000789279434606461
2042,"BkWh","Petroleum","PJMW",2021,"REF",0.32912,0.000782334123427727
2043,"BkWh","Petroleum","PJMW",2021,"REF",0.329264,0.000774175617143504
2044,"BkWh","Petroleum","PJMW",2021,"REF",0.329149,0.000766499568709654
2045,"BkWh","Petroleum","PJMW",2021,"REF",0.329276,0.000759892646597674
2046,"BkWh","Petroleum","PJMW",2021,"REF",0.328586,0.000754958386671486
2047,"BkWh","Petroleum","PJMW",2021,"REF",0.328364,0.000735752402014338
2048,"BkWh","Petroleum","PJMW",2021,"REF",0.328446,0.000728004304997112
2049,"BkWh","Petroleum","PJMW",2021,"REF",0.328362,0.000719213519705487
2050,"BkWh","Petroleum","PJMW",2021,"REF",0.328136,0.000709430210075496
2020,"BkWh","Pumped Storage/Other","PJMW",2021,"REF",-0.028062,-9.65210530450327e-05
2021,"BkWh","Pumped Storage/Other","PJMW",2021,"REF",-0.028743,-9.5888233931555e-05
2022,"BkWh","Pumped Storage/Other","PJMW",2021,"REF",-0.028913,-8.90764037610792e-05
2023,"BkWh","Pumped Storage/Other","PJMW",2021,"REF",-0.027073,-7.70396868183778e-05
2024,"BkWh","Pumped Storage/Other","PJMW",2021,"REF",-0.029241,-8.20762312898486e-05
2025,"BkWh","Pumped Storage/Other","PJMW",2021,"REF",-0.024964,-6.86051979006853e-05
2026,"BkWh","Pumped Storage/Other","PJMW",2021,"REF",-0.034142,-9.11222811183864e-05
2027,"BkWh","Pumped Storage/Other","PJMW",2021,"REF",-0.032723,-8.6501746046322e-05
2028,"BkWh","Pumped Storage/Other","PJMW",2021,"REF",-0.035567,-9.217529524304e-05
2029,"BkWh","Pumped Storage/Other","PJMW",2021,"REF",-0.038401,-0.000101941409787286
