"Technology","Size","Year","Data_type","Aeo_case","Aeo_year","Unit","Value"
"PHEV20","Light truck",2042,"sales","LOP",2021,"vehicle",23219
"PHEV40","Light truck",2042,"sales","LOP",2021,"vehicle",165925
"BEV100","Car",2043,"sales","LOP",2021,"vehicle",3397
"BEV300","Car",2043,"sales","LOP",2021,"vehicle",485987
"CNG","Car",2043,"sales","LOP",2021,"vehicle",4059
"FCV","Car",2043,"sales","LOP",2021,"vehicle",1024
"FFV","Car",2043,"sales","LOP",2021,"vehicle",85975
"HEV","Car",2043,"sales","LOP",2021,"vehicle",375853
"ICEV-D","Car",2043,"sales","LOP",2021,"vehicle",76
"ICEV-G","Car",2043,"sales","LOP",2021,"vehicle",4347524
"PHEV20","Car",2043,"sales","LOP",2021,"vehicle",59987
"PHEV40","Car",2043,"sales","LOP",2021,"vehicle",6876
"BEV100","Light truck",2043,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2043,"sales","LOP",2021,"vehicle",424601
"CNG","Light truck",2043,"sales","LOP",2021,"vehicle",14228
"FCV","Light truck",2043,"sales","LOP",2021,"vehicle",278
"FFV","Light truck",2043,"sales","LOP",2021,"vehicle",809532
"HEV","Light truck",2043,"sales","LOP",2021,"vehicle",654212
"ICEV-D","Light truck",2043,"sales","LOP",2021,"vehicle",162116
"ICEV-G","Light truck",2043,"sales","LOP",2021,"vehicle",8443603
"PHEV20","Light truck",2043,"sales","LOP",2021,"vehicle",25397
"PHEV40","Light truck",2043,"sales","LOP",2021,"vehicle",164933
"BEV100","Car",2044,"sales","LOP",2021,"vehicle",3397
"BEV300","Car",2044,"sales","LOP",2021,"vehicle",506169
"CNG","Car",2044,"sales","LOP",2021,"vehicle",4050
"FCV","Car",2044,"sales","LOP",2021,"vehicle",1043
"FFV","Car",2044,"sales","LOP",2021,"vehicle",85415
"HEV","Car",2044,"sales","LOP",2021,"vehicle",387337
"ICEV-D","Car",2044,"sales","LOP",2021,"vehicle",75
"ICEV-G","Car",2044,"sales","LOP",2021,"vehicle",4306248
"PHEV20","Car",2044,"sales","LOP",2021,"vehicle",58104
"PHEV40","Car",2044,"sales","LOP",2021,"vehicle",6816
"BEV100","Light truck",2044,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2044,"sales","LOP",2021,"vehicle",444218
"CNG","Light truck",2044,"sales","LOP",2021,"vehicle",14324
"FCV","Light truck",2044,"sales","LOP",2021,"vehicle",290
"FFV","Light truck",2044,"sales","LOP",2021,"vehicle",811794
"HEV","Light truck",2044,"sales","LOP",2021,"vehicle",670462
"ICEV-D","Light truck",2044,"sales","LOP",2021,"vehicle",162558
"ICEV-G","Light truck",2044,"sales","LOP",2021,"vehicle",8456623
"PHEV20","Light truck",2044,"sales","LOP",2021,"vehicle",28082
"PHEV40","Light truck",2044,"sales","LOP",2021,"vehicle",164835
"BEV100","Car",2045,"sales","LOP",2021,"vehicle",3407
"BEV300","Car",2045,"sales","LOP",2021,"vehicle",528389
"CNG","Car",2045,"sales","LOP",2021,"vehicle",4057
"FCV","Car",2045,"sales","LOP",2021,"vehicle",1067
"FFV","Car",2045,"sales","LOP",2021,"vehicle",85166
"HEV","Car",2045,"sales","LOP",2021,"vehicle",400682
"ICEV-D","Car",2045,"sales","LOP",2021,"vehicle",75
"ICEV-G","Car",2045,"sales","LOP",2021,"vehicle",4280545
"PHEV20","Car",2045,"sales","LOP",2021,"vehicle",56354
"PHEV40","Car",2045,"sales","LOP",2021,"vehicle",6771
"BEV100","Light truck",2045,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2045,"sales","LOP",2021,"vehicle",465508
"CNG","Light truck",2045,"sales","LOP",2021,"vehicle",14475
"FCV","Light truck",2045,"sales","LOP",2021,"vehicle",302
"FFV","Light truck",2045,"sales","LOP",2021,"vehicle",816952
"HEV","Light truck",2045,"sales","LOP",2021,"vehicle",689490
"ICEV-D","Light truck",2045,"sales","LOP",2021,"vehicle",164643
"ICEV-G","Light truck",2045,"sales","LOP",2021,"vehicle",8499661
"PHEV20","Light truck",2045,"sales","LOP",2021,"vehicle",31382
"PHEV40","Light truck",2045,"sales","LOP",2021,"vehicle",165031
"BEV100","Car",2046,"sales","LOP",2021,"vehicle",3401
"BEV300","Car",2046,"sales","LOP",2021,"vehicle",548926
"CNG","Car",2046,"sales","LOP",2021,"vehicle",4045
"FCV","Car",2046,"sales","LOP",2021,"vehicle",1086
"FFV","Car",2046,"sales","LOP",2021,"vehicle",84521
"HEV","Car",2046,"sales","LOP",2021,"vehicle",412652
"ICEV-D","Car",2046,"sales","LOP",2021,"vehicle",74
"ICEV-G","Car",2046,"sales","LOP",2021,"vehicle",4234585
"PHEV20","Car",2046,"sales","LOP",2021,"vehicle",54450
"PHEV40","Car",2046,"sales","LOP",2021,"vehicle",6699
"BEV100","Light truck",2046,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2046,"sales","LOP",2021,"vehicle",485434
"CNG","Light truck",2046,"sales","LOP",2021,"vehicle",14551
"FCV","Light truck",2046,"sales","LOP",2021,"vehicle",313
"FFV","Light truck",2046,"sales","LOP",2021,"vehicle",817650
"HEV","Light truck",2046,"sales","LOP",2021,"vehicle",705615
"ICEV-D","Light truck",2046,"sales","LOP",2021,"vehicle",164686
"ICEV-G","Light truck",2046,"sales","LOP",2021,"vehicle",8495883
"PHEV20","Light truck",2046,"sales","LOP",2021,"vehicle",35129
"PHEV40","Light truck",2046,"sales","LOP",2021,"vehicle",164391
"BEV100","Car",2047,"sales","LOP",2021,"vehicle",3390
"BEV300","Car",2047,"sales","LOP",2021,"vehicle",569966
"CNG","Car",2047,"sales","LOP",2021,"vehicle",4029
"FCV","Car",2047,"sales","LOP",2021,"vehicle",1104
"FFV","Car",2047,"sales","LOP",2021,"vehicle",83789
"HEV","Car",2047,"sales","LOP",2021,"vehicle",424576
"ICEV-D","Car",2047,"sales","LOP",2021,"vehicle",73
"ICEV-G","Car",2047,"sales","LOP",2021,"vehicle",4183665
"PHEV20","Car",2047,"sales","LOP",2021,"vehicle",52520
"PHEV40","Car",2047,"sales","LOP",2021,"vehicle",6620
"BEV100","Light truck",2047,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2047,"sales","LOP",2021,"vehicle",505328
"CNG","Light truck",2047,"sales","LOP",2021,"vehicle",14601
"FCV","Light truck",2047,"sales","LOP",2021,"vehicle",324
"FFV","Light truck",2047,"sales","LOP",2021,"vehicle",816519
"HEV","Light truck",2047,"sales","LOP",2021,"vehicle",720847
"ICEV-D","Light truck",2047,"sales","LOP",2021,"vehicle",166540
"ICEV-G","Light truck",2047,"sales","LOP",2021,"vehicle",8472092
"PHEV20","Light truck",2047,"sales","LOP",2021,"vehicle",39455
"PHEV40","Light truck",2047,"sales","LOP",2021,"vehicle",163425
"BEV100","Car",2048,"sales","LOP",2021,"vehicle",3381
"BEV300","Car",2048,"sales","LOP",2021,"vehicle",592214
"CNG","Car",2048,"sales","LOP",2021,"vehicle",4016
"FCV","Car",2048,"sales","LOP",2021,"vehicle",1123
"FFV","Car",2048,"sales","LOP",2021,"vehicle",83090
"HEV","Car",2048,"sales","LOP",2021,"vehicle",437084
"ICEV-D","Car",2048,"sales","LOP",2021,"vehicle",72
"ICEV-G","Car",2048,"sales","LOP",2021,"vehicle",4133903
"PHEV20","Car",2048,"sales","LOP",2021,"vehicle",50662
"PHEV40","Car",2048,"sales","LOP",2021,"vehicle",6546
"BEV100","Light truck",2048,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2048,"sales","LOP",2021,"vehicle",526028
"CNG","Light truck",2048,"sales","LOP",2021,"vehicle",14648
"FCV","Light truck",2048,"sales","LOP",2021,"vehicle",334
"FFV","Light truck",2048,"sales","LOP",2021,"vehicle",815164
"HEV","Light truck",2048,"sales","LOP",2021,"vehicle",736405
"ICEV-D","Light truck",2048,"sales","LOP",2021,"vehicle",165729
"ICEV-G","Light truck",2048,"sales","LOP",2021,"vehicle",8446150
"PHEV20","Light truck",2048,"sales","LOP",2021,"vehicle",44500
"PHEV40","Light truck",2048,"sales","LOP",2021,"vehicle",162368
"BEV100","Car",2049,"sales","LOP",2021,"vehicle",3363
"BEV300","Car",2049,"sales","LOP",2021,"vehicle",614390
"CNG","Car",2049,"sales","LOP",2021,"vehicle",3997
"FCV","Car",2049,"sales","LOP",2021,"vehicle",1140
"FFV","Car",2049,"sales","LOP",2021,"vehicle",82221
"HEV","Car",2049,"sales","LOP",2021,"vehicle",448693
"ICEV-D","Car",2049,"sales","LOP",2021,"vehicle",70
"ICEV-G","Car",2049,"sales","LOP",2021,"vehicle",4075048
"PHEV20","Car",2049,"sales","LOP",2021,"vehicle",48551
"PHEV40","Car",2049,"sales","LOP",2021,"vehicle",6449
"BEV100","Light truck",2049,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2049,"sales","LOP",2021,"vehicle",547260
"CNG","Light truck",2049,"sales","LOP",2021,"vehicle",14720
"FCV","Light truck",2049,"sales","LOP",2021,"vehicle",344
"FFV","Light truck",2049,"sales","LOP",2021,"vehicle",815361
"HEV","Light truck",2049,"sales","LOP",2021,"vehicle",752647
"ICEV-D","Light truck",2049,"sales","LOP",2021,"vehicle",164409
"ICEV-G","Light truck",2049,"sales","LOP",2021,"vehicle",8438039
"PHEV20","Light truck",2049,"sales","LOP",2021,"vehicle",50380
"PHEV40","Light truck",2049,"sales","LOP",2021,"vehicle",161223
"BEV100","Car",2050,"sales","LOP",2021,"vehicle",3354
"BEV300","Car",2050,"sales","LOP",2021,"vehicle",637113
"CNG","Car",2050,"sales","LOP",2021,"vehicle",3983
"FCV","Car",2050,"sales","LOP",2021,"vehicle",1158
"FFV","Car",2050,"sales","LOP",2021,"vehicle",81518
"HEV","Car",2050,"sales","LOP",2021,"vehicle",461822
"ICEV-D","Car",2050,"sales","LOP",2021,"vehicle",69
"ICEV-G","Car",2050,"sales","LOP",2021,"vehicle",4025074
"PHEV20","Car",2050,"sales","LOP",2021,"vehicle",46920
"PHEV40","Car",2050,"sales","LOP",2021,"vehicle",6383
"BEV100","Light truck",2050,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2050,"sales","LOP",2021,"vehicle",569848
"CNG","Light truck",2050,"sales","LOP",2021,"vehicle",14773
"FCV","Light truck",2050,"sales","LOP",2021,"vehicle",354
"FFV","Light truck",2050,"sales","LOP",2021,"vehicle",813568
"HEV","Light truck",2050,"sales","LOP",2021,"vehicle",769331
"ICEV-D","Light truck",2050,"sales","LOP",2021,"vehicle",164529
"ICEV-G","Light truck",2050,"sales","LOP",2021,"vehicle",8406148
"PHEV20","Light truck",2050,"sales","LOP",2021,"vehicle",57209
"PHEV40","Light truck",2050,"sales","LOP",2021,"vehicle",160007
