"Technology","Size","Year","Data_type","Value","Unit"
"BEV100","Light truck",1995,"sales",50.9678598549658,"vehicle"
"BEV300","Light truck",1995,"sales",0,"vehicle"
"CNG","Light truck",1995,"sales",1694.89320182784,"vehicle"
"FCV","Light truck",1995,"sales",0,"vehicle"
"FFV","Light truck",1995,"sales",31398.9861380619,"vehicle"
"HEV","Light truck",1995,"sales",0,"vehicle"
"ICEV-D","Light truck",1995,"sales",248180.790267648,"vehicle"
"ICEV-G","Light truck",1995,"sales",5771864.38116699,"vehicle"
"PHEV20","Light truck",1995,"sales",0,"vehicle"
"PHEV40","Light truck",1995,"sales",0,"vehicle"
"BEV100","Car",1996,"sales",0,"vehicle"
"BEV300","Car",1996,"sales",0,"vehicle"
"CNG","Car",1996,"sales",0,"vehicle"
"FCV","Car",1996,"sales",0,"vehicle"
"FFV","Car",1996,"sales",4896.0902223917,"vehicle"
"HEV","Car",1996,"sales",0,"vehicle"
"ICEV-D","Car",1996,"sales",8525.91199524902,"vehicle"
"ICEV-G","Car",1996,"sales",8512489.99303138,"vehicle"
"PHEV20","Car",1996,"sales",0,"vehicle"
"PHEV40","Car",1996,"sales",0,"vehicle"
"BEV100","Light truck",1996,"sales",50.7817792170101,"vehicle"
"BEV300","Light truck",1996,"sales",0,"vehicle"
"CNG","Light truck",1996,"sales",1694.89892123526,"vehicle"
"FCV","Light truck",1996,"sales",0,"vehicle"
"FFV","Light truck",1996,"sales",70409.2954206948,"vehicle"
"HEV","Light truck",1996,"sales",0,"vehicle"
"ICEV-D","Light truck",1996,"sales",241197.154175786,"vehicle"
"ICEV-G","Light truck",1996,"sales",6205489.84837868,"vehicle"
"PHEV20","Light truck",1996,"sales",0,"vehicle"
"PHEV40","Light truck",1996,"sales",0,"vehicle"
"BEV100","Car",1997,"sales",0,"vehicle"
"BEV300","Car",1997,"sales",0,"vehicle"
"CNG","Car",1997,"sales",0,"vehicle"
"FCV","Car",1997,"sales",0,"vehicle"
"FFV","Car",1997,"sales",15770.2493210402,"vehicle"
"HEV","Car",1997,"sales",0,"vehicle"
"ICEV-D","Car",1997,"sales",7444.98539610817,"vehicle"
"ICEV-G","Car",1997,"sales",8248990.76095859,"vehicle"
"PHEV20","Car",1997,"sales",0,"vehicle"
"PHEV40","Car",1997,"sales",0,"vehicle"
"BEV100","Light truck",1997,"sales",67.9686800432426,"vehicle"
"BEV300","Light truck",1997,"sales",0,"vehicle"
"CNG","Light truck",1997,"sales",1835.15436116755,"vehicle"
"FCV","Light truck",1997,"sales",0,"vehicle"
"FFV","Light truck",1997,"sales",103559.98997339,"vehicle"
"HEV","Light truck",1997,"sales",0,"vehicle"
"ICEV-D","Light truck",1997,"sales",326249.664207564,"vehicle"
"ICEV-G","Light truck",1997,"sales",6365155.22710209,"vehicle"
"PHEV20","Light truck",1997,"sales",0,"vehicle"
"PHEV40","Light truck",1997,"sales",0,"vehicle"
"BEV100","Car",1998,"sales",803.929866646077,"vehicle"
"BEV300","Car",1998,"sales",0,"vehicle"
"CNG","Car",1998,"sales",4317.49081996975,"vehicle"
"FCV","Car",1998,"sales",0,"vehicle"
"FFV","Car",1998,"sales",44180.1111100653,"vehicle"
"HEV","Car",1998,"sales",0,"vehicle"
"ICEV-D","Car",1998,"sales",10493.0605084327,"vehicle"
"ICEV-G","Car",1998,"sales",8011790.4141816,"vehicle"
"PHEV20","Car",1998,"sales",0,"vehicle"
"PHEV40","Car",1998,"sales",0,"vehicle"
"BEV100","Light truck",1998,"sales",331.611119708098,"vehicle"
"BEV300","Light truck",1998,"sales",0,"vehicle"
"CNG","Light truck",1998,"sales",1952.82103828102,"vehicle"
"FCV","Light truck",1998,"sales",0,"vehicle"
"FFV","Light truck",1998,"sales",169407.342977054,"vehicle"
"HEV","Light truck",1998,"sales",0,"vehicle"
"ICEV-D","Light truck",1998,"sales",125275.311889726,"vehicle"
"ICEV-G","Light truck",1998,"sales",7072168.90648851,"vehicle"
"PHEV20","Light truck",1998,"sales",0,"vehicle"
"PHEV40","Light truck",1998,"sales",0,"vehicle"
"BEV100","Car",1999,"sales",636.352765847571,"vehicle"
"BEV300","Car",1999,"sales",0,"vehicle"
"CNG","Car",1999,"sales",16608.4238435819,"vehicle"
"FCV","Car",1999,"sales",0,"vehicle"
"FFV","Car",1999,"sales",77164.5101480902,"vehicle"
"HEV","Car",1999,"sales",18.6880706837766,"vehicle"
"ICEV-D","Car",1999,"sales",15333.8015866885,"vehicle"
"ICEV-G","Car",1999,"sales",9473864.17693089,"vehicle"
"PHEV20","Car",1999,"sales",0,"vehicle"
"PHEV40","Car",1999,"sales",0,"vehicle"
"BEV100","Light truck",1999,"sales",307.016304349428,"vehicle"
"BEV300","Light truck",1999,"sales",0,"vehicle"
"CNG","Light truck",1999,"sales",2046.77536232952,"vehicle"
"FCV","Light truck",1999,"sales",0,"vehicle"
"FFV","Light truck",1999,"sales",289628.969576175,"vehicle"
"HEV","Light truck",1999,"sales",0,"vehicle"
"ICEV-D","Light truck",1999,"sales",431284.808490863,"vehicle"
"ICEV-G","Light truck",1999,"sales",6586644.43858599,"vehicle"
"PHEV20","Light truck",1999,"sales",0,"vehicle"
"PHEV40","Light truck",1999,"sales",0,"vehicle"
"BEV100","Car",2000,"sales",504.629229396625,"vehicle"
"BEV300","Car",2000,"sales",0,"vehicle"
"CNG","Car",2000,"sales",35099.9655828985,"vehicle"
"FCV","Car",2000,"sales",0,"vehicle"
"FFV","Car",2000,"sales",76187.3614541974,"vehicle"
"HEV","Car",2000,"sales",9367.46017126843,"vehicle"
"ICEV-D","Car",2000,"sales",23304.3693859898,"vehicle"
"ICEV-G","Car",2000,"sales",8818755.20878771,"vehicle"
"PHEV20","Car",2000,"sales",0,"vehicle"
"PHEV40","Car",2000,"sales",0,"vehicle"
"BEV100","Light truck",2000,"sales",335.461440215542,"vehicle"
"BEV300","Light truck",2000,"sales",0,"vehicle"
"CNG","Light truck",2000,"sales",2264.36472145491,"vehicle"
"FCV","Light truck",2000,"sales",0,"vehicle"
"FFV","Light truck",2000,"sales",397455.041442278,"vehicle"
"HEV","Light truck",2000,"sales",0,"vehicle"
"ICEV-D","Light truck",2000,"sales",402553.72825865,"vehicle"
"ICEV-G","Light truck",2000,"sales",7583927.40952595,"vehicle"
"PHEV20","Light truck",2000,"sales",0,"vehicle"
"PHEV40","Light truck",2000,"sales",0,"vehicle"
"BEV100","Car",2001,"sales",263.97749302629,"vehicle"
"BEV300","Car",2001,"sales",0,"vehicle"
"CNG","Car",2001,"sales",53587.4310843369,"vehicle"
"FCV","Car",2001,"sales",0,"vehicle"
"FFV","Car",2001,"sales",78341.7076078023,"vehicle"
"HEV","Car",2001,"sales",20088.7042501067,"vehicle"
"ICEV-D","Car",2001,"sales",15327.7254015265,"vehicle"
"ICEV-G","Car",2001,"sales",8347793.45501127,"vehicle"
"PHEV20","Car",2001,"sales",0,"vehicle"
"PHEV40","Car",2001,"sales",0,"vehicle"
"BEV100","Light truck",2001,"sales",284.029877972014,"vehicle"
"BEV300","Light truck",2001,"sales",0,"vehicle"
"CNG","Light truck",2001,"sales",2323.88081977102,"vehicle"
"FCV","Light truck",2001,"sales",0,"vehicle"
"FFV","Light truck",2001,"sales",381423.051785269,"vehicle"
"HEV","Light truck",2001,"sales",0,"vehicle"
"ICEV-D","Light truck",2001,"sales",456169.197955052,"vehicle"
"ICEV-G","Light truck",2001,"sales",7766765.83871386,"vehicle"
"PHEV20","Light truck",2001,"sales",0,"vehicle"
"PHEV40","Light truck",2001,"sales",0,"vehicle"
"BEV100","Car",2002,"sales",81.8327099736154,"vehicle"
"BEV300","Car",2002,"sales",0,"vehicle"
"CNG","Car",2002,"sales",42053.8296554409,"vehicle"
"FCV","Car",2002,"sales",0,"vehicle"
"FFV","Car",2002,"sales",81014.3828738792,"vehicle"
"HEV","Car",2002,"sales",35751.0334169181,"vehicle"
"ICEV-D","Car",2002,"sales",31914.75688971,"vehicle"
"ICEV-G","Car",2002,"sales",7992455.16181561,"vehicle"
"PHEV20","Car",2002,"sales",0,"vehicle"
"PHEV40","Car",2002,"sales",0,"vehicle"
"BEV100","Light truck",2002,"sales",379.856268116092,"vehicle"
"BEV300","Light truck",2002,"sales",0,"vehicle"
"CNG","Light truck",2002,"sales",2071.94328063323,"vehicle"
"FCV","Light truck",2002,"sales",0,"vehicle"
"FFV","Light truck",2002,"sales",369801.507231447,"vehicle"
"HEV","Light truck",2002,"sales",0,"vehicle"
"ICEV-D","Light truck",2002,"sales",423021.753129285,"vehicle"
"ICEV-G","Light truck",2002,"sales",7837821.94272898,"vehicle"
"PHEV20","Light truck",2002,"sales",0,"vehicle"
"PHEV40","Light truck",2002,"sales",0,"vehicle"
"BEV100","Car",2003,"sales",69.3119609261679,"vehicle"
"BEV300","Car",2003,"sales",0,"vehicle"
"CNG","Car",2003,"sales",21563.72117703,"vehicle"
"FCV","Car",2003,"sales",0,"vehicle"
"FFV","Car",2003,"sales",78553.5557163236,"vehicle"
"HEV","Car",2003,"sales",47293.715013371,"vehicle"
"ICEV-D","Car",2003,"sales",30805.3159671857,"vehicle"
"ICEV-G","Car",2003,"sales",7523043.37196159,"vehicle"
"PHEV20","Car",2003,"sales",0,"vehicle"
"PHEV40","Car",2003,"sales",0,"vehicle"
"BEV100","Light truck",2003,"sales",89.3772400820357,"vehicle"
"BEV300","Light truck",2003,"sales",0,"vehicle"
"CNG","Light truck",2003,"sales",6256.4068057425,"vehicle"
"FCV","Light truck",2003,"sales",0,"vehicle"
"FFV","Light truck",2003,"sales",469230.510430688,"vehicle"
"HEV","Light truck",2003,"sales",0,"vehicle"
"ICEV-D","Light truck",2003,"sales",527325.716484011,"vehicle"
"ICEV-G","Light truck",2003,"sales",7934821.99724305,"vehicle"
"PHEV20","Light truck",2003,"sales",0,"vehicle"
"PHEV40","Light truck",2003,"sales",0,"vehicle"
"BEV100","Car",2004,"sales",30.609711970376,"vehicle"
"BEV300","Car",2004,"sales",0,"vehicle"
"CNG","Car",2004,"sales",8417.6707918534,"vehicle"
"FCV","Car",2004,"sales",0,"vehicle"
"FFV","Car",2004,"sales",95655.349907425,"vehicle"
"HEV","Car",2004,"sales",81118.5757722817,"vehicle"
"ICEV-D","Car",2004,"sales",22957.283977782,"vehicle"
"ICEV-G","Car",2004,"sales",7444248.50243269,"vehicle"
"PHEV20","Car",2004,"sales",0,"vehicle"
"PHEV40","Car",2004,"sales",0,"vehicle"
"BEV100","Light truck",2004,"sales",82.930428066654,"vehicle"
"BEV300","Light truck",2004,"sales",0,"vehicle"
"CNG","Light truck",2004,"sales",7371.5936059248,"vehicle"
"FCV","Light truck",2004,"sales",0,"vehicle"
"FFV","Light truck",2004,"sales",586963.140871762,"vehicle"
"HEV","Light truck",2004,"sales",2995.09691107126,"vehicle"
"ICEV-D","Light truck",2004,"sales",516011.552414736,"vehicle"
"ICEV-G","Light truck",2004,"sales",8101067.69317444,"vehicle"
"PHEV20","Light truck",2004,"sales",0,"vehicle"
"PHEV40","Light truck",2004,"sales",0,"vehicle"
"BEV100","Car",2005,"sales",15.7728180075162,"vehicle"
"BEV300","Car",2005,"sales",0,"vehicle"
"CNG","Car",2005,"sales",3943.20450187906,"vehicle"
"FCV","Car",2005,"sales",0,"vehicle"
"FFV","Car",2005,"sales",119084.775956748,"vehicle"
"HEV","Car",2005,"sales",151221.19075666,"vehicle"
"ICEV-D","Car",2005,"sales",31545.6360150325,"vehicle"
"ICEV-G","Car",2005,"sales",7580598.42370979,"vehicle"
"PHEV20","Car",2005,"sales",0,"vehicle"
"PHEV40","Car",2005,"sales",0,"vehicle"
"BEV100","Light truck",2005,"sales",81.552104966177,"vehicle"
"BEV300","Light truck",2005,"sales",0,"vehicle"
"CNG","Light truck",2005,"sales",8155.2104966177,"vehicle"
"FCV","Light truck",2005,"sales",0,"vehicle"
"FFV","Light truck",2005,"sales",473908.343303451,"vehicle"
"HEV","Light truck",2005,"sales",54639.8922046486,"vehicle"
"ICEV-D","Light truck",2005,"sales",498373.974793304,"vehicle"
"ICEV-G","Light truck",2005,"sales",8026186.0233389,"vehicle"
"PHEV20","Light truck",2005,"sales",0,"vehicle"
"PHEV40","Light truck",2005,"sales",0,"vehicle"
"BEV100","Car",2006,"sales",30.0827920020992,"vehicle"
"BEV300","Car",2006,"sales",0,"vehicle"
"CNG","Car",2006,"sales",3760.3490002624,"vehicle"
"FCV","Car",2006,"sales",0,"vehicle"
"FFV","Car",2006,"sales",145901.541210181,"vehicle"
"HEV","Car",2006,"sales",170840.935370419,"vehicle"
"ICEV-D","Car",2006,"sales",45124.1880031488,"vehicle"
"ICEV-G","Car",2006,"sales",7155040.90414879,"vehicle"
"PHEV20","Car",2006,"sales",0,"vehicle"
"PHEV40","Car",2006,"sales",0,"vehicle"
"BEV100","Light truck",2006,"sales",102.404423993702,"vehicle"
"BEV300","Light truck",2006,"sales",0,"vehicle"
"CNG","Light truck",2006,"sales",8533.7019994752,"vehicle"
"FCV","Light truck",2006,"sales",0,"vehicle"
"FFV","Light truck",2006,"sales",588825.437963789,"vehicle"
"HEV","Light truck",2006,"sales",74896.812165276,"vehicle"
"ICEV-D","Light truck",2006,"sales",341348.079979008,"vehicle"
"ICEV-G","Light truck",2006,"sales",7519995.56294366,"vehicle"
"PHEV20","Light truck",2006,"sales",0,"vehicle"
"PHEV40","Light truck",2006,"sales",0,"vehicle"
"BEV100","Car",2007,"sales",75.128,"vehicle"
"CNG","Car",2007,"sales",9193.033,"vehicle"
"FCV","Car",2007,"sales",0,"vehicle"
"FFV","Car",2007,"sales",260770.02,"vehicle"
"HEV","Car",2007,"sales",283944,"vehicle"
"ICEV-D","Car",2007,"sales",8105.304,"vehicle"
"ICEV-G","Car",2007,"sales",7142541.992,"vehicle"
"PHEV20","Car",2007,"sales",0,"vehicle"
"PHEV40","Car",2007,"sales",0,"vehicle"
"BEV100","Light truck",2007,"sales",78.798,"vehicle"
"CNG","Light truck",2007,"sales",10441.674,"vehicle"
"FCV","Light truck",2007,"sales",0,"vehicle"
"FFV","Light truck",2007,"sales",939648.621,"vehicle"
"HEV","Light truck",2007,"sales",70648.88,"vehicle"
"ICEV-D","Light truck",2007,"sales",1516.399,"vehicle"
"ICEV-G","Light truck",2007,"sales",6451744.141,"vehicle"
"PHEV20","Light truck",2007,"sales",0,"vehicle"
"PHEV40","Light truck",2007,"sales",0,"vehicle"
"BEV100","Car",2008,"sales",64.423,"vehicle"
"CNG","Car",2008,"sales",3903.917,"vehicle"
"FCV","Car",2008,"sales",0,"vehicle"
"FFV","Car",2008,"sales",406223.358,"vehicle"
"HEV","Car",2008,"sales",250843.109,"vehicle"
"ICEV-D","Car",2008,"sales",7486.101,"vehicle"
"ICEV-G","Car",2008,"sales",5945575.684,"vehicle"
"PHEV20","Car",2008,"sales",0,"vehicle"
"PHEV40","Car",2008,"sales",0,"vehicle"
"BEV100","Light truck",2008,"sales",55.959,"vehicle"
"CNG","Light truck",2008,"sales",5103.332,"vehicle"
"FCV","Light truck",2008,"sales",0,"vehicle"
"FFV","Light truck",2008,"sales",823702.942,"vehicle"
"HEV","Light truck",2008,"sales",63857.33,"vehicle"
"ICEV-D","Light truck",2008,"sales",977.614,"vehicle"
"ICEV-G","Light truck",2008,"sales",4936566.895,"vehicle"
"PHEV20","Light truck",2008,"sales",0,"vehicle"
"PHEV40","Light truck",2008,"sales",0,"vehicle"
"BEV100","Car",2009,"sales",129.222,"vehicle"
"BEV300","Car",2009,"sales",0,"vehicle"
"CNG","Car",2009,"sales",8183.409,"vehicle"
"FCV","Car",2009,"sales",0,"vehicle"
"FFV","Car",2009,"sales",276390.472,"vehicle"
"HEV","Car",2009,"sales",250428.65,"vehicle"
"ICEV-D","Car",2009,"sales",187959.763,"vehicle"
"ICEV-G","Car",2009,"sales",4388493.652,"vehicle"
"PHEV20","Car",2009,"sales",0,"vehicle"
"PHEV40","Car",2009,"sales",0,"vehicle"
"BEV100","Light truck",2009,"sales",379.696,"vehicle"
"BEV300","Light truck",2009,"sales",0,"vehicle"
"CNG","Light truck",2009,"sales",55791.521,"vehicle"
"FCV","Light truck",2009,"sales",0,"vehicle"
"FFV","Light truck",2009,"sales",575468.567,"vehicle"
"HEV","Light truck",2009,"sales",54065.884,"vehicle"
"ICEV-D","Light truck",2009,"sales",11328.048,"vehicle"
"ICEV-G","Light truck",2009,"sales",4036155.273,"vehicle"
"PHEV20","Light truck",2009,"sales",0,"vehicle"
"PHEV40","Light truck",2009,"sales",0,"vehicle"
"BEV100","Car",2010,"sales",754.658,"vehicle"
"BEV300","Car",2010,"sales",0,"vehicle"
"CNG","Car",2010,"sales",8725.51,"vehicle"
"FCV","Car",2010,"sales",0,"vehicle"
"FFV","Car",2010,"sales",180544.418,"vehicle"
"HEV","Car",2010,"sales",231147.202,"vehicle"
"ICEV-D","Car",2010,"sales",133404.938,"vehicle"
"ICEV-G","Car",2010,"sales",5127681.152,"vehicle"
"PHEV20","Car",2010,"sales",0,"vehicle"
"PHEV40","Car",2010,"sales",0,"vehicle"
"BEV100","Light truck",2010,"sales",1028.742,"vehicle"
"BEV300","Light truck",2010,"sales",0,"vehicle"
"CNG","Light truck",2010,"sales",34662.227,"vehicle"
"FCV","Light truck",2010,"sales",0,"vehicle"
"FFV","Light truck",2010,"sales",771310.425,"vehicle"
"HEV","Light truck",2010,"sales",43526.543,"vehicle"
"ICEV-D","Light truck",2010,"sales",19178.688,"vehicle"
"ICEV-G","Light truck",2010,"sales",4312548.34,"vehicle"
"PHEV20","Light truck",2010,"sales",0,"vehicle"
"PHEV40","Light truck",2010,"sales",0,"vehicle"
"BEV100","Car",2011,"sales",10225,"vehicle"
"BEV300","Car",2011,"sales",0,"vehicle"
"CNG","Car",2011,"sales",10622,"vehicle"
"FCV","Car",2011,"sales",0,"vehicle"
"FFV","Car",2011,"sales",397567,"vehicle"
"HEV","Car",2011,"sales",224128,"vehicle"
"ICEV-D","Car",2011,"sales",85066,"vehicle"
"ICEV-G","Car",2011,"sales",5867118,"vehicle"
"PHEV20","Car",2011,"sales",0,"vehicle"
"PHEV40","Car",2011,"sales",8257,"vehicle"
"BEV100","Light truck",2011,"sales",842,"vehicle"
"BEV300","Light truck",2011,"sales",0,"vehicle"
"CNG","Light truck",2011,"sales",42089,"vehicle"
"FCV","Light truck",2011,"sales",0,"vehicle"
"FFV","Light truck",2011,"sales",1246037,"vehicle"
"HEV","Light truck",2011,"sales",31347,"vehicle"
"ICEV-D","Light truck",2011,"sales",33774,"vehicle"
"ICEV-G","Light truck",2011,"sales",4299644,"vehicle"
"PHEV20","Light truck",2011,"sales",0,"vehicle"
"PHEV40","Light truck",2011,"sales",0,"vehicle"
"BEV100","Car",2012,"sales",18354,"vehicle"
"BEV300","Car",2012,"sales",0,"vehicle"
"CNG","Car",2012,"sales",12216,"vehicle"
"FCV","Car",2012,"sales",0,"vehicle"
"FFV","Car",2012,"sales",313124,"vehicle"
"HEV","Car",2012,"sales",376724,"vehicle"
"ICEV-D","Car",2012,"sales",188578,"vehicle"
"ICEV-G","Car",2012,"sales",6523116,"vehicle"
"PHEV20","Car",2012,"sales",17844,"vehicle"
"PHEV40","Car",2012,"sales",29020,"vehicle"
"BEV100","Light truck",2012,"sales",1133,"vehicle"
"BEV300","Light truck",2012,"sales",0,"vehicle"
"CNG","Light truck",2012,"sales",46022,"vehicle"
"FCV","Light truck",2012,"sales",0,"vehicle"
"FFV","Light truck",2012,"sales",1247478,"vehicle"
"HEV","Light truck",2012,"sales",23825,"vehicle"
"ICEV-D","Light truck",2012,"sales",25696,"vehicle"
"ICEV-G","Light truck",2012,"sales",4879696,"vehicle"
"PHEV20","Light truck",2012,"sales",0,"vehicle"
"PHEV40","Light truck",2012,"sales",0,"vehicle"
"BEV100","Car",2013,"sales",21597,"vehicle"
"BEV300","Car",2013,"sales",18,"vehicle"
"CNG","Car",2013,"sales",15218,"vehicle"
"FCV","Car",2013,"sales",0,"vehicle"
"FFV","Car",2013,"sales",334837,"vehicle"
"HEV","Car",2013,"sales",385497,"vehicle"
"ICEV-D","Car",2013,"sales",197940,"vehicle"
"ICEV-G","Car",2013,"sales",6736720,"vehicle"
"PHEV20","Car",2013,"sales",19578,"vehicle"
"PHEV40","Car",2013,"sales",32857,"vehicle"
"BEV100","Light truck",2013,"sales",1268,"vehicle"
"BEV300","Light truck",2013,"sales",0,"vehicle"
"CNG","Light truck",2013,"sales",54600,"vehicle"
"FCV","Light truck",2013,"sales",0,"vehicle"
"FFV","Light truck",2013,"sales",1366945,"vehicle"
"HEV","Light truck",2013,"sales",24743,"vehicle"
"ICEV-D","Light truck",2013,"sales",31658,"vehicle"
"ICEV-G","Light truck",2013,"sales",5157055,"vehicle"
"PHEV20","Light truck",2013,"sales",0,"vehicle"
"PHEV40","Light truck",2013,"sales",0,"vehicle"
"BEV100","Car",2014,"sales",70970,"vehicle"
"BEV300","Car",2014,"sales",22019,"vehicle"
"CNG","Car",2014,"sales",34110,"vehicle"
"FCV","Car",2014,"sales",0,"vehicle"
"FFV","Car",2014,"sales",310660,"vehicle"
"HEV","Car",2014,"sales",471245,"vehicle"
"ICEV-D","Car",2014,"sales",211468,"vehicle"
"ICEV-G","Car",2014,"sales",7466999,"vehicle"
"PHEV20","Car",2014,"sales",41920,"vehicle"
"PHEV40","Car",2014,"sales",26663,"vehicle"
"BEV100","Light truck",2014,"sales",1299,"vehicle"
"BEV300","Light truck",2014,"sales",0,"vehicle"
"CNG","Light truck",2014,"sales",54898,"vehicle"
"FCV","Light truck",2014,"sales",0,"vehicle"
"FFV","Light truck",2014,"sales",1466910,"vehicle"
"HEV","Light truck",2014,"sales",25646,"vehicle"
"ICEV-D","Light truck",2014,"sales",79572,"vehicle"
"ICEV-G","Light truck",2014,"sales",4967346,"vehicle"
"PHEV20","Light truck",2014,"sales",0,"vehicle"
"PHEV40","Light truck",2014,"sales",0,"vehicle"
"BEV100","Car",2015,"sales",81004,"vehicle"
"BEV300","Car",2015,"sales",44783,"vehicle"
"CNG","Car",2015,"sales",40051,"vehicle"
"FCV","Car",2015,"sales",1613,"vehicle"
"FFV","Car",2015,"sales",268636,"vehicle"
"HEV","Car",2015,"sales",361529,"vehicle"
"ICEV-D","Car",2015,"sales",169444,"vehicle"
"ICEV-G","Car",2015,"sales",6572323,"vehicle"
"PHEV20","Car",2015,"sales",46427,"vehicle"
"PHEV40","Car",2015,"sales",36691,"vehicle"
"BEV100","Light truck",2015,"sales",7676,"vehicle"
"BEV300","Light truck",2015,"sales",4838,"vehicle"
"CNG","Light truck",2015,"sales",77847,"vehicle"
"FCV","Light truck",2015,"sales",1612,"vehicle"
"FFV","Light truck",2015,"sales",1675798,"vehicle"
"HEV","Light truck",2015,"sales",21994,"vehicle"
"ICEV-D","Light truck",2015,"sales",51820,"vehicle"
"ICEV-G","Light truck",2015,"sales",6798411,"vehicle"
"PHEV20","Light truck",2015,"sales",10919,"vehicle"
"PHEV40","Light truck",2015,"sales",8676,"vehicle"
"BEV100","Car",2016,"sales",32592,"vehicle"
"BEV300","Car",2016,"sales",20959,"vehicle"
"CNG","Car",2016,"sales",37367,"vehicle"
"FCV","Car",2016,"sales",1751,"vehicle"
"FFV","Car",2016,"sales",429064,"vehicle"
"HEV","Car",2016,"sales",276995,"vehicle"
"ICEV-D","Car",2016,"sales",10355,"vehicle"
"ICEV-G","Car",2016,"sales",8115033,"vehicle"
"PHEV20","Car",2016,"sales",34012,"vehicle"
"PHEV40","Car",2016,"sales",26582,"vehicle"
"BEV100","Light truck",2016,"sales",5712,"vehicle"
"BEV300","Light truck",2016,"sales",4915,"vehicle"
"CNG","Light truck",2016,"sales",64051,"vehicle"
"FCV","Light truck",2016,"sales",1751,"vehicle"
"FFV","Light truck",2016,"sales",929603,"vehicle"
"HEV","Light truck",2016,"sales",57829,"vehicle"
"ICEV-D","Light truck",2016,"sales",25555,"vehicle"
"ICEV-G","Light truck",2016,"sales",6145804,"vehicle"
"PHEV20","Light truck",2016,"sales",17880,"vehicle"
"PHEV40","Light truck",2016,"sales",6791,"vehicle"
"BEV100","Car",2017,"sales",32803,"vehicle"
"BEV300","Car",2017,"sales",67447,"vehicle"
"CNG","Car",2017,"sales",15995,"vehicle"
"FCV","Car",2017,"sales",1572,"vehicle"
"FFV","Car",2017,"sales",232732,"vehicle"
"HEV","Car",2017,"sales",418124,"vehicle"
"ICEV-D","Car",2017,"sales",2014,"vehicle"
"ICEV-G","Car",2017,"sales",7530805,"vehicle"
"PHEV20","Car",2017,"sales",22827,"vehicle"
"PHEV40","Car",2017,"sales",47444,"vehicle"
"BEV100","Light truck",2017,"sales",4057,"vehicle"
"BEV300","Light truck",2017,"sales",3786,"vehicle"
"CNG","Light truck",2017,"sales",20259,"vehicle"
"FCV","Light truck",2017,"sales",1352,"vehicle"
"FFV","Light truck",2017,"sales",689292,"vehicle"
"HEV","Light truck",2017,"sales",54334,"vehicle"
"ICEV-D","Light truck",2017,"sales",40401,"vehicle"
"ICEV-G","Light truck",2017,"sales",6748153,"vehicle"
"PHEV20","Light truck",2017,"sales",13390,"vehicle"
"PHEV40","Light truck",2017,"sales",7578,"vehicle"
"BEV100","Car",2018,"sales",14507,"vehicle"
"BEV300","Car",2018,"sales",180835,"vehicle"
"CNG","Car",2018,"sales",5974,"vehicle"
"FCV","Car",2018,"sales",2740,"vehicle"
"FFV","Car",2018,"sales",220677,"vehicle"
"HEV","Car",2018,"sales",497531,"vehicle"
"ICEV-D","Car",2018,"sales",8023,"vehicle"
"ICEV-G","Car",2018,"sales",7228311,"vehicle"
"PHEV20","Car",2018,"sales",29022,"vehicle"
"PHEV40","Car",2018,"sales",107649,"vehicle"
"BEV100","Light truck",2018,"sales",5317,"vehicle"
"BEV300","Light truck",2018,"sales",5603,"vehicle"
"CNG","Light truck",2018,"sales",10365,"vehicle"
"FCV","Light truck",2018,"sales",2556,"vehicle"
"FFV","Light truck",2018,"sales",665304,"vehicle"
"HEV","Light truck",2018,"sales",50706,"vehicle"
"ICEV-D","Light truck",2018,"sales",75857,"vehicle"
"ICEV-G","Light truck",2018,"sales",6543253,"vehicle"
"PHEV20","Light truck",2018,"sales",24567,"vehicle"
"PHEV40","Light truck",2018,"sales",15158,"vehicle"
"BEV100","Car",2019,"sales",9891,"vehicle"
"BEV300","Car",2019,"sales",229671,"vehicle"
"CNG","Car",2019,"sales",5572,"vehicle"
"FCV","Car",2019,"sales",1963,"vehicle"
"FFV","Car",2019,"sales",124260,"vehicle"
"HEV","Car",2019,"sales",146878,"vehicle"
"ICEV-D","Car",2019,"sales",2094,"vehicle"
"ICEV-G","Car",2019,"sales",6710053,"vehicle"
"PHEV20","Car",2019,"sales",29030,"vehicle"
"PHEV40","Car",2019,"sales",78595,"vehicle"
"BEV100","Light truck",2019,"sales",175,"vehicle"
"BEV300","Light truck",2019,"sales",49862,"vehicle"
"CNG","Light truck",2019,"sales",10818,"vehicle"
"FCV","Light truck",2019,"sales",0,"vehicle"
"FFV","Light truck",2019,"sales",733309,"vehicle"
"HEV","Light truck",2019,"sales",207843,"vehicle"
"ICEV-D","Light truck",2019,"sales",74946,"vehicle"
"ICEV-G","Light truck",2019,"sales",7254760,"vehicle"
"PHEV20","Light truck",2019,"sales",7157,"vehicle"
"PHEV40","Light truck",2019,"sales",21756,"vehicle"
"BEV100","Car",2020,"sales",2102,"vehicle"
"BEV300","Car",2020,"sales",113403,"vehicle"
"CNG","Car",2020,"sales",3709,"vehicle"
"FCV","Car",2020,"sales",182,"vehicle"
"FFV","Car",2020,"sales",84711,"vehicle"
"HEV","Car",2020,"sales",124642,"vehicle"
"ICEV-D","Car",2020,"sales",96,"vehicle"
"ICEV-G","Car",2020,"sales",4530612,"vehicle"
